HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.hRelDef,Input.hPropDef,Input.hRelAttrDef,Input.sentenceID0,Input.sentence0,Input.sentenceID1,Input.sentence1,Input.sentenceID2,Input.sentence2,Input.sentenceID3,Input.sentence3,Input.sentenceID4,Input.sentence4,Input.sentenceID5,Input.sentence5,Input.sentenceID6,Input.sentence6,Input.sentenceID7,Input.sentence7,Input.sentenceID8,Input.sentence8,Input.sentenceID9,Input.sentence9,,,Answer.hedge_judgement0,Answer.hedge_judgement1,Answer.hedge_judgement2,Answer.hedge_judgement3,Answer.hedge_judgement4,Answer.hedge_judgement5,Answer.hedge_judgement6,Answer.hedge_judgement7,Answer.hedge_judgement8,Answer.hedge_judgement9,Answer.potential_hedge0,Answer.potential_hedge1,Answer.potential_hedge2,Answer.potential_hedge3,Answer.potential_hedge4,Answer.potential_hedge5,Answer.potential_hedge6,Answer.potential_hedge7,Answer.potential_hedge8,Answer.potential_hedge9,Approve,Reject
36JW4WBR05JLAI81BINJVGNLIYJFHN,3U2Q8YJAS8O33LFQZSXG73SOJKNT5D,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.15 ,Mon Oct 05 11:54:51 PDT 2015,10,BatchId:2112642;,1200,43200,Thu Oct 15 11:54:51 PDT 2015,,,3Y4W8Q93LZJWGJNJF3EZA16UZ0BDVU,ABT7QTMIYXYO0,Approved,Tue Oct 06 06:02:29 PDT 2015,Tue Oct 06 06:05:00 PDT 2015,Tue Oct 06 18:05:00 PDT 2015,Tue Oct 06 08:22:58 PDT 2015,,,151,100% (128/128),100% (48/48),0% (0/0),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,7092,He has never sent my sister or I a text message,6595,I suppose you can call anything a bubble if you like..and point to things to support your point.,597,The slave trade in Africa began long,7492,She spoke fluent French and all that,4954,Insurance is the only financial product I can think of where you have to tell the company about changes to your circumstances (and then only things that are material to the policy and their underwriting decision).,1975,I currently have maybe $18K US.,4123,You guys are occupying the wrong places.,2312,I could feel them work my legs but they said this happens.,1338,But they have new truck every year,1201,I think it was partially anxiety and partially because she was still in potty-training...her breed is known to be difficult and she's extremely attached to me.,,,n,y,n,n,y,n,y,y,n,n,NONE,suppose,NONE,all that,think of,maybe,NONE,happens,NONE,"think, partially",,
3X55NP42ENFI7NQWA0UM3G0F2X7P39,3R4WH3MP1KS6NBL0HOMKZ3EAI1AP1Z,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.25 ,Fri Oct 23 13:40:28 PDT 2015,10,BatchId:2134405;,1200,43200,Mon Nov 02 12:40:28 PST 2015,,,34MAJL3QP4MZ4E272I70O2K61IK347,A5V3ZMQI0PU3F,Approved,Fri Oct 23 18:45:47 PDT 2015,Fri Oct 23 18:50:00 PDT 2015,Sat Oct 24 06:50:00 PDT 2015,Sat Oct 24 06:24:07 PDT 2015,,,253,100% (81/81),100% (81/81),100% (29/29),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,7787,"I think it's quite sad that there's such a huge wedding industry"" these days and most people seem to feel the ONLY way to get married is to have a massively expensive party for dozens of people.""",5611,He seeks pledges from approximately 40,8099,It is time to sweep Newt into the dustbin.,2419,(I do not recall this and deny it!),4647,I don't think the school is doing itself any favours by not communicating with parents straight away.,5809,this is in my opinion really bad bullying!!!,6482,You can re-post all the points of legitimate contention over and over.,509,'Smart' anything is a bit of a reach for him.,4186,We went up with 16/1 and they bit our hands off,1049,I am 25 and I am worried then if I ever move out they will be completely lost!,,,y,y,n,y,y,n,y,y,n,n,think: seem to; massively; dozens,approximately,NONE,NONE,don't think,in my opinion; really bad,NONE,a bit,NONE,if,,
3X55NP42ENFI7NQWA0UM3G0F2X7P39,3R4WH3MP1KS6NBL0HOMKZ3EAI1AP1Z,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.25 ,Fri Oct 23 13:40:28 PDT 2015,10,BatchId:2134405;,1200,43200,Mon Nov 02 12:40:28 PST 2015,,,37XITHEISW8UIK0O6NEEPYZAZS5RC2,A2HR7ZIX42FEPG,Approved,Sun Oct 25 12:54:12 PDT 2015,Sun Oct 25 12:55:03 PDT 2015,Mon Oct 26 00:55:03 PDT 2015,2015-10-26 07:55:17 UTC,,,51,100% (69/69),100% (60/60),100% (30/30),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,7787,"I think it's quite sad that there's such a huge wedding industry"" these days and most people seem to feel the ONLY way to get married is to have a massively expensive party for dozens of people.""",5611,He seeks pledges from approximately 40,8099,It is time to sweep Newt into the dustbin.,2419,(I do not recall this and deny it!),4647,I don't think the school is doing itself any favours by not communicating with parents straight away.,5809,this is in my opinion really bad bullying!!!,6482,You can re-post all the points of legitimate contention over and over.,509,'Smart' anything is a bit of a reach for him.,4186,We went up with 16/1 and they bit our hands off,1049,I am 25 and I am worried then if I ever move out they will be completely lost!,,,n,y,n,n,y,y,y,n,n,y,NONE,approximately,NONE,do not recall,don't think,NONE,NONE,NONE,NONE,NONE,,
3X55NP42ENFI7NQWA0UM3G0F2X7P39,3R4WH3MP1KS6NBL0HOMKZ3EAI1AP1Z,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.25 ,Fri Oct 23 13:40:28 PDT 2015,10,BatchId:2134405;,1200,43200,Mon Nov 02 12:40:28 PST 2015,,,3CFVK00FWLKUZ5WARC4FHMY1XE7L6G,A2CPBDUGX4QF2C,Approved,Sun Oct 25 13:01:04 PDT 2015,Sun Oct 25 13:01:39 PDT 2015,Mon Oct 26 01:01:39 PDT 2015,2015-10-26 08:05:17 UTC,,,35,100% (79/79),100% (79/79),100% (30/30),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,7787,"I think it's quite sad that there's such a huge wedding industry"" these days and most people seem to feel the ONLY way to get married is to have a massively expensive party for dozens of people.""",5611,He seeks pledges from approximately 40,8099,It is time to sweep Newt into the dustbin.,2419,(I do not recall this and deny it!),4647,I don't think the school is doing itself any favours by not communicating with parents straight away.,5809,this is in my opinion really bad bullying!!!,6482,You can re-post all the points of legitimate contention over and over.,509,'Smart' anything is a bit of a reach for him.,4186,We went up with 16/1 and they bit our hands off,1049,I am 25 and I am worried then if I ever move out they will be completely lost!,,,y,y,n,y,y,y,y,n,n,y,think; quite,approximately,NONE,NONE,think,NONE,NONE,NONE,NONE,NONE,,
3X55NP42ENFI7NQWA0UM3G0F2X7P39,3R4WH3MP1KS6NBL0HOMKZ3EAI1AP1Z,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.25 ,Fri Oct 23 13:40:28 PDT 2015,10,BatchId:2134405;,1200,43200,Mon Nov 02 12:40:28 PST 2015,,,3GFK2QRXX9GERV8VQ71CYR1HZGGW50,A219VCQZADQ45W,Approved,Sat Oct 24 12:03:21 PDT 2015,Sat Oct 24 12:06:08 PDT 2015,Sun Oct 25 00:06:08 PDT 2015,Sat Oct 24 15:14:09 PDT 2015,,,167,98% (126/128),100% (32/32),100% (30/30),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,7787,"I think it's quite sad that there's such a huge wedding industry"" these days and most people seem to feel the ONLY way to get married is to have a massively expensive party for dozens of people.""",5611,He seeks pledges from approximately 40,8099,It is time to sweep Newt into the dustbin.,2419,(I do not recall this and deny it!),4647,I don't think the school is doing itself any favours by not communicating with parents straight away.,5809,this is in my opinion really bad bullying!!!,6482,You can re-post all the points of legitimate contention over and over.,509,'Smart' anything is a bit of a reach for him.,4186,We went up with 16/1 and they bit our hands off,1049,I am 25 and I am worried then if I ever move out they will be completely lost!,,,y,y,y,n,y,n,y,y,n,n,"I think, seem to feel",approximately,{},I do not recall,I don't think,my opinion,{},a bit,{},I am worried,,
3X55NP42ENFI7NQWA0UM3G0F2X7P39,3R4WH3MP1KS6NBL0HOMKZ3EAI1AP1Z,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.25 ,Fri Oct 23 13:40:28 PDT 2015,10,BatchId:2134405;,1200,43200,Mon Nov 02 12:40:28 PST 2015,,,3JV9LGBJWTD42JODGHTTLUFKN8SGOU,A1SRI5PDX6WB9B,Approved,Mon Oct 26 10:51:27 PDT 2015,Mon Oct 26 10:54:58 PDT 2015,Mon Oct 26 22:54:58 PDT 2015,2015-10-27 05:55:17 UTC,,,211,100% (25/25),100% (25/25),100% (1/1),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,7787,"I think it's quite sad that there's such a huge wedding industry"" these days and most people seem to feel the ONLY way to get married is to have a massively expensive party for dozens of people.""",5611,He seeks pledges from approximately 40,8099,It is time to sweep Newt into the dustbin.,2419,(I do not recall this and deny it!),4647,I don't think the school is doing itself any favours by not communicating with parents straight away.,5809,this is in my opinion really bad bullying!!!,6482,You can re-post all the points of legitimate contention over and over.,509,'Smart' anything is a bit of a reach for him.,4186,We went up with 16/1 and they bit our hands off,1049,I am 25 and I am worried then if I ever move out they will be completely lost!,,,y,y,n,y,y,n,y,y,n,n,think; seem,approximately,None,None,think,in my opinion,None,a bit,{},if,,
34R0BODSP0YHOBOAF524O1ZV1OEE5O,3U2Q8YJAS8O33LFQZSXG73SOJKNT5D,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.15 ,Mon Oct 05 11:54:51 PDT 2015,10,BatchId:2112642;,1200,43200,Thu Oct 15 11:54:51 PDT 2015,,,3GU1KF0O4I0QW2S3FVEU9JTCARQPB6,ABT7QTMIYXYO0,Approved,Tue Oct 06 05:31:37 PDT 2015,Tue Oct 06 05:34:36 PDT 2015,Tue Oct 06 17:34:36 PDT 2015,Tue Oct 06 08:22:58 PDT 2015,,,179,100% (128/128),100% (48/48),0% (0/0),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,7787,"I think it's quite sad that there's such a huge wedding industry"" these days and most people seem to feel the ONLY way to get married is to have a massively expensive party for dozens of people.""",5611,He seeks pledges from approximately 40,8099,It is time to sweep Newt into the dustbin.,2419,(I do not recall this and deny it!),4647,I don't think the school is doing itself any favours by not communicating with parents straight away.,5809,this is in my opinion really bad bullying!!!,6482,You can re-post all the points of legitimate contention over and over.,509,'Smart' anything is a bit of a reach for him.,4186,We went up with 16/1 and they bit our hands off,1049,I am 25 and I am worried then if I ever move out they will be completely lost!,,,y,n,n,y,y,y,y,n,n,n,think,NONE,NONE,NONE,think,NONE,NONE,NONE,NONE,worried,,
34R0BODSP0YHOBOAF524O1ZV1OEE5O,3U2Q8YJAS8O33LFQZSXG73SOJKNT5D,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.15 ,Mon Oct 05 11:54:51 PDT 2015,10,BatchId:2112642;,1200,43200,Thu Oct 15 11:54:51 PDT 2015,,,3R6P78PK7KAKFBTLCYFSF4L7G00GT5,A2CPBDUGX4QF2C,Approved,Fri Oct 09 12:00:35 PDT 2015,Fri Oct 09 12:01:57 PDT 2015,Sat Oct 10 00:01:57 PDT 2015,Fri Oct 09 14:13:00 PDT 2015,,,82,100% (49/49),100% (49/49),0% (0/0),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,7787,"I think it's quite sad that there's such a huge wedding industry"" these days and most people seem to feel the ONLY way to get married is to have a massively expensive party for dozens of people.""",5611,He seeks pledges from approximately 40,8099,It is time to sweep Newt into the dustbin.,2419,(I do not recall this and deny it!),4647,I don't think the school is doing itself any favours by not communicating with parents straight away.,5809,this is in my opinion really bad bullying!!!,6482,You can re-post all the points of legitimate contention over and over.,509,'Smart' anything is a bit of a reach for him.,4186,We went up with 16/1 and they bit our hands off,1049,I am 25 and I am worried then if I ever move out they will be completely lost!,,,y,y,n,y,y,n,y,y,n,n,quite; seem,approximately,NONE,NONE,think,opinion,NONE,bit; reach,NONE,if,,
34R0BODSP0YHOBOAF524O1ZV1OEE5O,3U2Q8YJAS8O33LFQZSXG73SOJKNT5D,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.15 ,Mon Oct 05 11:54:51 PDT 2015,10,BatchId:2112642;,1200,43200,Thu Oct 15 11:54:51 PDT 2015,,,3Z4GS9HPNV9EOKLD6S8X4VGWTZ377T,A5V3ZMQI0PU3F,Approved,Mon Oct 12 15:12:47 PDT 2015,Mon Oct 12 15:18:44 PDT 2015,Tue Oct 13 03:18:44 PDT 2015,2015-10-13 10:20:17 UTC,,,357,100% (52/52),100% (52/52),0% (0/0),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,7787,"I think it's quite sad that there's such a huge wedding industry"" these days and most people seem to feel the ONLY way to get married is to have a massively expensive party for dozens of people.""",5611,He seeks pledges from approximately 40,8099,It is time to sweep Newt into the dustbin.,2419,(I do not recall this and deny it!),4647,I don't think the school is doing itself any favours by not communicating with parents straight away.,5809,this is in my opinion really bad bullying!!!,6482,You can re-post all the points of legitimate contention over and over.,509,'Smart' anything is a bit of a reach for him.,4186,We went up with 16/1 and they bit our hands off,1049,I am 25 and I am worried then if I ever move out they will be completely lost!,,,y,y,n,y,y,n,y,y,n,n,think; seem to,approximately,NONE,NONE,think,in my opinion,NONE,a bit,NONE,if,,
3MD8CKRQZYME4E80QDQYOIHJZCHJR7,3R4WH3MP1KS6NBL0HOMKZ3EAI1AP1Z,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.25 ,Fri Oct 23 13:40:27 PDT 2015,10,BatchId:2134405;,1200,43200,Mon Nov 02 12:40:27 PST 2015,,,35DR22AR5DJQ2GQHMT95LDH4VIDX3F,A3862RIFFUV141,Approved,Tue Oct 27 05:55:31 PDT 2015,Tue Oct 27 05:59:34 PDT 2015,Tue Oct 27 17:59:34 PDT 2015,Tue Oct 27 07:49:23 PDT 2015,,,243,97% (32/33),97% (32/33),100% (6/6),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,8191,The point is this: Sarah Palin made a stink about the Mosque that is two blocks away from Ground Zero due to the fact that it was close to (as we all know) the site of the twin towers that were destroyed by fanatical muslim terrorists.,221,So it is indeed possible the air has warmed but the ocean has not.,7146,I have no ability to concentrate on work,223,That becomes clear when you consider what's happening to global sea level.,3032,HUCKABEE: I would love to know more - what I know is troubling enough.,3556,There's something about it - New Hampshire seems to vote for somebody other than who won in Iowa.,2391,"All that remained left was to add gravity and a theory of everything"" could be contemplated.""",1735,Perhaps you should realize that the main problem is it sounds like you are attacking Americans and blaming the entire problem of global warming on us and that we are the ones responsible for fixing it.,50,They would not be fighting if they had the standard of living that europe and america have.,7082,"My father has undiagnosed Learning Difficulties"" and anger issues (he attacked me frequently as a child and broke my arm on one occasion).""",,,n,y,n,n,y,n,y,y,y,y,NONE,possible,NONE,becomes clear,would love to know,seems to,NONE,Perhaps; sounds like,would not be; if,NONE,,
3MD8CKRQZYME4E80QDQYOIHJZCHJR7,3R4WH3MP1KS6NBL0HOMKZ3EAI1AP1Z,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.25 ,Fri Oct 23 13:40:27 PDT 2015,10,BatchId:2134405;,1200,43200,Mon Nov 02 12:40:27 PST 2015,,,3FUI0JHJPXXEMIJ3242HEXS0N1N33N,A2CPBDUGX4QF2C,Approved,Sun Oct 25 13:46:04 PDT 2015,Sun Oct 25 13:46:42 PDT 2015,Mon Oct 26 01:46:42 PDT 2015,2015-10-26 08:50:17 UTC,,,38,100% (79/79),100% (79/79),100% (30/30),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,8191,The point is this: Sarah Palin made a stink about the Mosque that is two blocks away from Ground Zero due to the fact that it was close to (as we all know) the site of the twin towers that were destroyed by fanatical muslim terrorists.,221,So it is indeed possible the air has warmed but the ocean has not.,7146,I have no ability to concentrate on work,223,That becomes clear when you consider what's happening to global sea level.,3032,HUCKABEE: I would love to know more - what I know is troubling enough.,3556,There's something about it - New Hampshire seems to vote for somebody other than who won in Iowa.,2391,"All that remained left was to add gravity and a theory of everything"" could be contemplated.""",1735,Perhaps you should realize that the main problem is it sounds like you are attacking Americans and blaming the entire problem of global warming on us and that we are the ones responsible for fixing it.,50,They would not be fighting if they had the standard of living that europe and america have.,7082,"My father has undiagnosed Learning Difficulties"" and anger issues (he attacked me frequently as a child and broke my arm on one occasion).""",,,n,y,n,y,n,n,y,y,y,y,NONE,possible,NONE,NONE,NONE,seems,NONE,perhaps; sounds,if,NONE,,
3MD8CKRQZYME4E80QDQYOIHJZCHJR7,3R4WH3MP1KS6NBL0HOMKZ3EAI1AP1Z,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.25 ,Fri Oct 23 13:40:27 PDT 2015,10,BatchId:2134405;,1200,43200,Mon Nov 02 12:40:27 PST 2015,,,3LRLIPTPEQ8K21QVWP9QIRN84WMKAU,A2HR7ZIX42FEPG,Approved,Sun Oct 25 12:27:55 PDT 2015,Sun Oct 25 12:29:13 PDT 2015,Mon Oct 26 00:29:13 PDT 2015,2015-10-26 07:30:17 UTC,,,78,100% (69/69),100% (60/60),100% (30/30),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,8191,The point is this: Sarah Palin made a stink about the Mosque that is two blocks away from Ground Zero due to the fact that it was close to (as we all know) the site of the twin towers that were destroyed by fanatical muslim terrorists.,221,So it is indeed possible the air has warmed but the ocean has not.,7146,I have no ability to concentrate on work,223,That becomes clear when you consider what's happening to global sea level.,3032,HUCKABEE: I would love to know more - what I know is troubling enough.,3556,There's something about it - New Hampshire seems to vote for somebody other than who won in Iowa.,2391,"All that remained left was to add gravity and a theory of everything"" could be contemplated.""",1735,Perhaps you should realize that the main problem is it sounds like you are attacking Americans and blaming the entire problem of global warming on us and that we are the ones responsible for fixing it.,50,They would not be fighting if they had the standard of living that europe and america have.,7082,"My father has undiagnosed Learning Difficulties"" and anger issues (he attacked me frequently as a child and broke my arm on one occasion).""",,,n,y,n,y,n,y,y,y,n,y,NONE,possible,NONE,NONE,NONE,NONE,NONE,sounds like,NONE,NONE,,
3MD8CKRQZYME4E80QDQYOIHJZCHJR7,3R4WH3MP1KS6NBL0HOMKZ3EAI1AP1Z,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.25 ,Fri Oct 23 13:40:27 PDT 2015,10,BatchId:2134405;,1200,43200,Mon Nov 02 12:40:27 PST 2015,,,3LS2AMNW5FPVF8IRJDY5F8JMSAZQOQ,A219VCQZADQ45W,Approved,Sat Oct 24 11:39:25 PDT 2015,Sat Oct 24 11:41:12 PDT 2015,Sat Oct 24 23:41:12 PDT 2015,Sat Oct 24 15:14:09 PDT 2015,,,107,98% (126/128),100% (32/32),100% (30/30),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,8191,The point is this: Sarah Palin made a stink about the Mosque that is two blocks away from Ground Zero due to the fact that it was close to (as we all know) the site of the twin towers that were destroyed by fanatical muslim terrorists.,221,So it is indeed possible the air has warmed but the ocean has not.,7146,I have no ability to concentrate on work,223,That becomes clear when you consider what's happening to global sea level.,3032,HUCKABEE: I would love to know more - what I know is troubling enough.,3556,There's something about it - New Hampshire seems to vote for somebody other than who won in Iowa.,2391,"All that remained left was to add gravity and a theory of everything"" could be contemplated.""",1735,Perhaps you should realize that the main problem is it sounds like you are attacking Americans and blaming the entire problem of global warming on us and that we are the ones responsible for fixing it.,50,They would not be fighting if they had the standard of living that europe and america have.,7082,"My father has undiagnosed Learning Difficulties"" and anger issues (he attacked me frequently as a child and broke my arm on one occasion).""",,,n,y,n,y,y,n,y,y,n,y,{},possible,{},{},love to know more,seems to,{},sounds like,{},{},,
3MD8CKRQZYME4E80QDQYOIHJZCHJR7,3R4WH3MP1KS6NBL0HOMKZ3EAI1AP1Z,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.25 ,Fri Oct 23 13:40:27 PDT 2015,10,BatchId:2134405;,1200,43200,Mon Nov 02 12:40:27 PST 2015,,,3OVHNO1VE60DP3STG032V7JRTQFZDG,A5V3ZMQI0PU3F,Approved,Fri Oct 23 19:02:29 PDT 2015,Fri Oct 23 19:06:24 PDT 2015,Sat Oct 24 07:06:24 PDT 2015,Sat Oct 24 06:24:07 PDT 2015,,,235,100% (81/81),100% (81/81),100% (29/29),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,8191,The point is this: Sarah Palin made a stink about the Mosque that is two blocks away from Ground Zero due to the fact that it was close to (as we all know) the site of the twin towers that were destroyed by fanatical muslim terrorists.,221,So it is indeed possible the air has warmed but the ocean has not.,7146,I have no ability to concentrate on work,223,That becomes clear when you consider what's happening to global sea level.,3032,HUCKABEE: I would love to know more - what I know is troubling enough.,3556,There's something about it - New Hampshire seems to vote for somebody other than who won in Iowa.,2391,"All that remained left was to add gravity and a theory of everything"" could be contemplated.""",1735,Perhaps you should realize that the main problem is it sounds like you are attacking Americans and blaming the entire problem of global warming on us and that we are the ones responsible for fixing it.,50,They would not be fighting if they had the standard of living that europe and america have.,7082,"My father has undiagnosed Learning Difficulties"" and anger issues (he attacked me frequently as a child and broke my arm on one occasion).""",,,y,y,n,y,n,n,y,y,n,y,close to,possible,NONE,NONE,NONE,seems,NONE,perhaps; sounds like,NONE,NONE,,
3QO7EE372NM8AUVOP6OHL4O1UNNQBC,3U2Q8YJAS8O33LFQZSXG73SOJKNT5D,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.15 ,Mon Oct 05 11:54:51 PDT 2015,10,BatchId:2112642;,1200,43200,Thu Oct 15 11:54:51 PDT 2015,,,3180JW2OT4BSLB8WJ8IX9179SPZ5JB,A2CPBDUGX4QF2C,Approved,Fri Oct 09 12:48:37 PDT 2015,Fri Oct 09 12:49:27 PDT 2015,Sat Oct 10 00:49:27 PDT 2015,Fri Oct 09 14:13:01 PDT 2015,,,50,100% (49/49),100% (49/49),0% (0/0),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,8191,The point is this: Sarah Palin made a stink about the Mosque that is two blocks away from Ground Zero due to the fact that it was close to (as we all know) the site of the twin towers that were destroyed by fanatical muslim terrorists.,221,So it is indeed possible the air has warmed but the ocean has not.,7146,I have no ability to concentrate on work,223,That becomes clear when you consider what's happening to global sea level.,3032,HUCKABEE: I would love to know more - what I know is troubling enough.,3556,There's something about it - New Hampshire seems to vote for somebody other than who won in Iowa.,2391,"All that remained left was to add gravity and a theory of everything"" could be contemplated.""",1735,Perhaps you should realize that the main problem is it sounds like you are attacking Americans and blaming the entire problem of global warming on us and that we are the ones responsible for fixing it.,50,They would not be fighting if they had the standard of living that europe and america have.,7082,"My father has undiagnosed Learning Difficulties"" and anger issues (he attacked me frequently as a child and broke my arm on one occasion).""",,,n,y,n,n,n,n,y,y,y,y,NONE,possible,NONE,consider,NONE,seems,NONE,sounds; like,if,NONE,,
