SentenceID,HedgeWord,Sentence,Final,Agreement
4911,recall,I don't recall reading about one in North Carolina.,0,0.8
223,think,I think it is fair to say that the closer a culture is to the one time only,1,1
1053,think,Do not think that you will be the only people to treat patients,1,0.8
2459,think,I think you can get perfectly good American apple juice and cider if you make a tiny effort.,1,1
247,think,i tired...i failed... i gave up... get over itOriginally Posted by Martyn*I think you misunderstand here.,1,0.8
6853,sometimes,Sorry - Nothing funny about that - I sometimes wish I had had the opportunity to do like MLK and walk up to cops with dogs and not even flinch when getting hit or bitten.,1,0.6
3998,almost,"That's almost as impressive a resume entry as Chief Iceberg Lookout",1.0,0.8
3158,feel,At the moment I feel like I am coming to an age where I have to start deciding what I do and do not want to do - and that annoys me!,1,0.6
2093,about,He needs to be making money and prioritizing and quit worrying about x-box!,0,1
7133,should,That should have been it but the parents of the boy weren't satisfied and then ONLY because Treyvon is black and they thought Zimmerman was white,0,0.6
5418,believe,I believe this man gets it.,1,0.8
6057,find,I don't find out until the last minute if I have to work,1,0.8
1330,could,Events coming up next summer at the Democrat and Republican Conventions could provoke your question onto the public stage during the closing months of a US Presidential campaign.,1,0.6
7335,much,I'd be much obliged if you can.,0,0.8
1943,about,I've lost any sense of what's appropriate and too much when it comes to talking about this.,0,1
3274,fairly,Murdoch inherited two fairly successful newspapers and turned them into a global media empire.,1,1
370,really,Is there really monies in this UE ext.,1,1
4589,basically,http://www.huffingtonpost.co.uk/2012...n_1265485.htmlSo a 10 year old deaf girl was brought into the UK in 2000 where she was treated basically as a slave and was repeatedly physically and sexually abused during her enslavement.,1,0.8
3414,know,I know absolutely nothing about this kid who is now in charge.,0,0.8
2925,about,"How about this recent report by the Cato Institute called Tough Targets: when criminals face armed resistance from citizenshttp://www.scribd.com/fullscreen/78800063Your buddy""""",0,1
3798,really,It's really good,0,1
3317,imagine,I would imagine that his wife would inherit that along with the outstading mortgage.,1,0.8
3063,much,If it happens I think it will be when the US public supports the idea to a degree that the administration would not be able to put much pressure on Israel.,1,0.6
778,about,Then Shepard went on about a young teen who bought Skittles from a 7-11 and while unarmed,0,1
5700,feel,This time I am better prepared but feel it is an obligation to get active again.,1,0.6
5299,some,but for some reason this morning when i was asking if he had fun,0,0.6
3486,a couple,Relate is not just about keeping a couple together.,0,0.8
5610,know,I do not know as much about murderers in the USA,0,1
5117,a bunch,They're all a bunch of uneducated,1,1
806,think,I think Fox wants to stay on good terms w/ the NRAhttp://mediamatters.org/blog/201203220019Marion Hammer: The NRA Lobbyist Behind Florida's Stand Your Ground Legislation,1,1
6710,think,I think this is what the original starter of the thread (JoshW) is driving at.,1,1
1672,fair,I got a pretty fair reduction in my tax bill,1,0.6
7531,about,And you are wrong about Americans' attitudes towards tax hikes.,0,1
1301,could,Now - if I could just straighten out your politics!!!!!Lol!!!!!,0,0.8
2971,much,"So much for the peaceful agrarian reformers for whom so much rhetoric was wasted.""""",1,0.7
2112,about,Wonder why they were going to vote if they didn't really know anything about them.,0,0.8
2479,sure,I'm pretty sure that apples grown in China,1,1
2779,possible,Much of the debate centers on proposed changes to a 2007 constitution and a possible amnesty for banned politicians,0,0.6
6192,think,I think he's probably dead,1,1
6990,most,"I think it's quite sad that there's such a huge wedding industry these days and most people seem to feel the ONLY way to get married is to have a massively expensive party for dozens of people.""""",1,0.8
2676,a few,Every unpleasant government can be ignored and voted down (as Austria a few years ago).,1,0.8
6066,about,If you are usually really good about it i dont see why it would hurt if you called out sick for this one weekend.,0,0.8
6637,read,"I thought about taking Phoneix's advice and turning my thoughts into a letter to the editor or a My Turn essay for Newsweek or something but the more I read the more I realized that the amount of research required is beyond me.""""",0,0.6
3143,think,I think it would have helped me draw a line between the traumatic events of her death and funeral and marked the start of my learning to deal with life without mum.,1,1
7420,seem,I also can't wear too cushioned soles - as I've found out by buying some very expensive walking shoes - my feet seem to be attempting to break with those.,1,0.8
4661,like,He then built those tow papers into a media empire that makes idiots like you froth at the mouth.,1,1
6386,feel,I feel like everything anyone could do to help,1,0.8
6352,kind of,I am told that there will only be family flowers as my Grandad wasn't a flowers kind of man so my Gran feels it would be inappropriate to have lots and lots of flowers there.,0,1
4653,like,"He stated that Al Sharpton a self made man from the streets like me was joining.....at which time co-host Greg Kelly interjected (twice) that like Al Sharpton""""",1,0.9
3324,likely,Unless you are able to navigate the laws around wills and intestacy in the US (and they could differ from state to state) you are most likely going to make yourselves very,1,0.8
685,sure,I'm sure the house came with a child sized hole kicked in already.,1,0.8
4561,much,Maybe they don't realise just how much it's affecting you,0,0.8
2586,think,He can tell you anything he thinks will keep you pacified.,1,0.8
1963,know,Not that I didn't know how,0,0.8
1784,think,I think Obama's partisan politics and rhetoric make him unable or maybe even unwilling to actually cooperate and compromise.,1,1
6677,practically,Mike McQueary is an interesting case in that he was practically raised to be a part of the Penn State family.,1,0.6
4557,find,I do hope that you can find some comfort soon xxxYou're not stupid!,0,0.8
4268,fairly,I do think the safety net for the poor is currently fairly effective.,1,1
403,think,I think Newt has been the most accurate and forthright.,1,1
699,should,It would be hard not to use that which leads me to feel it should be abolished as well.,0,0.6
2225,like,"The Country did well in terms of setting the foundation for what has lasted so far almost 240 years BECAUSE they subscribed to the things I believe and those whom morons like YOU consider hacks believe.""""",1,0.8
5323,somewhat,most of that is due to the fact that i gained 70 punds and i didn't really even try to be somewhat active when i could during my pregnancy.,1,0.8
183,a little,But in fact there's a little bit of a mystery.,1,1
4441,often,Every so often he leaves a package somewhere with clues to who he is.,1,0.6
4448,some,i think this old guy is scared of dying without the recognition that he killed some ppl and trying to make history.,1,0.8
5861,find,You will find you are treated with great respect with that typoe of approach.,1,0.8
7052,could,"Those Dutch sweeper arms that we finally said we could use were being held on stand by""",0,0.8
24,think,I think the Zeitgeist films started out very controversial,1,1
6315,frequently,"My father has undiagnosed Learning Difficulties and anger issues (he attacked me frequently as a child and broke my arm on one occasion).""""",1,1
1640,about,It took a while but the shoulder has been giving me a lot of trouble and it has been about 8 months since the accident.,1,1
75,several,The current round of talks were significant for several reasons,1,1
1464,like,Other than a few large cities like NYC,1,1
4383,a whole bunch,I signed up for the class and then months later found out there was a whole bunch of controversy over it.,1,0.8
206,like,Undoubtedly you have more than just a slight personal interest in Finlands history whereas someone like myself from Australia,1,1
4906,believe,I believe I explained my viewpoint fairly well in subsequent posts (above).,1,0.8
877,almost,But recently it seems to have got out of control and I almost feel like I am now the parent.,1,0.8
860,most,And i think most Americans are now seeing them that way too.,1,0.8
6353,really,I have been looking at the different flowers available and I am really unsure what sort of thing is appropriate from a granddaughter.,0,0.8
922,like,I just feel like I am already tied down with kids!,1,1
3723,sort of,But over the years we have sort of thrown a blanket over Presidential private lives.,1,0.8
2334,understand,I can understand the argument that nuclear proliferation is bad and any of these states having nuclear weapons is not desirable as it just leads to proliferation in the region,0,1
2360,really,I really do.,0,0.6
314,like,I guess this his way of sucking up to other countries like China and Russia.,1,1
3323,could,And could have quite legitimate reasons for not wishing to have any further contact with you.,1,0.8
5530,remember,I can also remember watching Mr. Dressup and all those shows while eating a bag of dry cereal.,0,0.6
2050,I would say,Given the Israeli mentality I would say we will see them strike Iran.,1,0.6
5410,find,Can only see them wanting to convert to BTL if/when they find out.,1,0.8
4233,almost,They at the time almost caused an economic collapse.,1,0.8
4441,somewhere,Every so often he leaves a package somewhere with clues to who he is.,0,0.8
3514,know,The prosecution vouched for the credibility of Jacobs' testimony that he did not commit the shooting and did not even know that his co-defendant had a gun.,0,0.8
4346,think,Which I think is a good idea.,1,0.8
976,should,No real harm was done so I don't think they should be punished.,0,1
2069,really,I told him no because we really need to start saving,0,0.6
2643,seem,I had my first appointment with a midwife at 10 weeks-its does seem a little late.,1,1
6635,might,"One of the big stumbling blocks might be that people who do have to use fertility clinics don't take their fertility for granted which makes this offspring a bit more problematic emotionally.""""",1,1
969,a little,Everybody seems to be picking on her for going a little wild after her divorce.,1,1
4877,about,I just had a case where a youth committed suicide and the bullies posted more negative crap about this kid on the web site dedicated to a memorial for the youth.,0,1
1940,sure,Not sure what specifically you're asking for,1,1
3951,someone,If someone has a moral objection to contraception,1,0.6
2510,fair,Throughout the time we were kind of together he slept with his ex a fair few times,1,1
1328,really,Even the American Revolution didn't change that dynamic very much; central bankers don't really have to worry about who's elected to office as long as the private creation and allocation of credit remains safely in their hands.,1,1
3632,a bit,At this point you'll have to do a bit more research though,1,1
6679,someone,If there was ever someone destined to spend their life on the sidelines with Paterno,0,1
1714,like,All Obamalamadingdong has done is spend like a madman.,1,0.6
3020,a little,You're going to take it from a little state like Massachusetts,0,0.8
2790,may,There may be trouble there again.,1,1
6451,maybe,Or maybe just a commutation of sentence like for Scooter Libby.,1,1
1284,think,One with which I'd think she'd agree.,1,1
6256,usually,So physio did all the arm movement things to see if I got pain that's usually connected to tenderthingy and I din't have it then,1,1
3652,feel,That's how I would feel supported.,0,1
5647,about,Then they hear the defence - plus get an education about the principles of sentencing.,0,1
7346,think,So I really don't think this is even happening.,1,1
5936,most,Obama's policies are the most anti -business anti freedom and anti capitalist of ANY presidential admin in recent memory...Except those of Jimmy Carter.,0,0.8
1607,could,They said I could sort out the insurance after I got my bill.,0,1
2095,know,Ya know there are times when I read your stories that I get soooooo mad at your husband for putting you through this drama!,0,0.6
7491,usually,on the whole she usually gives me the courtesy of a text,1,1
4327,think,Insurance is the only financial product I can think of where you have to tell the company about changes to your circumstances (and then only things that are material to the policy and their underwriting decision).,0,1
4206,may,You may also lose your single person council tax status.,1,1
2981,probably,The killing fields would probably not have occurred there but for Nixon.,1,1
2058,may,And depending on which way the American election goes American support may not be forthcoming if someone like Ron Paul gets electedYeah but you cannot just throw around nuclear bombs without huge geopolitical consequences.,1,0.8
262,may,It may be good for the economy but it is not fair on those who feel the brunt end of fierce competition for jobs,1,0.8
4610,sometimes,I was told that humans are very caring and that unlike animals we can tell by facial expression how the other person is feeling so to imagine for 10 yrs that they could do this without giving a s*** and even feeling a bit of guilt/remorse is very very upsetting sometimes i have to convince myself us humans are caring and intelligent but tbh i cant see a difference between us and animals.,0,1
5784,about,"Also...this is from personal experience too......more than half the time when someone withholds information from me because they didn't want to worry or ""bother"" me....it wasn't anything I'd have been worried or bothered about anyway.""""",0,0.8
1620,know,They are a pissed off and unaffiliated new breed of political monster that no one knows what to make of yet.,1,1
6388,feel,Its not uncommon for people's existing feelings about themselves to become more intense when they are in new situations and feel the pressure to socialise with strangers and fit into new roles,0,1
550,about,How about some of your own medicine.,0,1
2203,about,That is what Liberty is about,0,1
5326,think,men understand more then we think some times.,1,1
6905,understand,I also understand that France is stockpiling hydrogen,1,0.6
5853,understand,We explain that to our tempos when they apply with us so they understand the importance of always being reachable..to the best oif their ability.,0,0.6
571,someone,They don't even kiss and deep inside he is hurting for someone to complete his life.,1,0.6
3453,sort of,Zimbabwe used to be stable until the Brits left and Mugabe went mental and started killing and exiling the minority white people as some sort of 'get back' plan.,0,0.8
853,most,For some reason you remind me of Dennis Leary (Video has a few F-bombs if your at work)STFU - Dennis Leary - YouTube STFU - Dennis Leary - YouTube Yea it does seem that most in the OWS Movement want to blame everyone but themselves for their own mistakes.,1,0.8
1926,understand,If I understand your other questions:The FRW model of the universe is the basic standard theory.,0,1
2095,read,Ya know there are times when I read your stories that I get soooooo mad at your husband for putting you through this drama!,0,0.8
6541,likely,Two scenarios are now most likely when the French Senate debates the bill Monday,1,0.8
2653,really,i am really not happy with the fact i may have to wait another 2 months for all of this stuff,0,0.6
1225,about,I've found that it hides all the bits I'm not so confident about but still allowing for a bit of fun iykwim.,0,1
3707,about,"And then she went on about how I'm too sensitive.)""""",0,1
3531,think,I could be wrong but I think California may have more prisons than any other state.,1,1
5619,much,Very much the opposite.,0,0.8
3785,suggest,"I would suggest that a few more than nobody cared.""""",1,0.8
7257,most,I think Newt has been the most accurate and forthright.,0,1
6400,someone,Someone you aspire to (not want to be them but someone who your admire and have respect for) e.g.,0,0.8
4457,think,I think I uploaded this correctlyPic of accused BTKI lived in Wichita about 20 yrs.,1,1
558,know,Teachers and principles would not shield me from other kids and my family doesn't even know I exist.,1,0.6
1654,really,Mmm I'd say that's pretty reasonable...!...I've come off milk and dairy stuff now coz of suspected lactose intolerance.....it's a pain in the a**...but my shoulder pain has mysteriously gone away...it does come back occasionaly when I'm really stressed out...but only mildly and only for a little while....Touch wood....!....but anyway...yeah...blah blah blah...Honey_rose_crStart carrying your bag in your arms like a baby or get one of those bags that are more like suitcases.,0,1
7303,remember,I also remember the last time the shale oil bollocks ran rampant here.,0,0.8
2106,about,From what I could see they were trying to convince the students who had less knowledge about the new voting system into voting for them.,0,1
1739,should,I personally do not agree that American citizens should pay for these social activities.,0,1
5653,know,Maybe it's because FOX has the good sense to not go all half cocked before anyone knows what the facts are.,0,0.8
4308,think,And I think I had the highest grade point in my college of humanities.,1,1
1182,think,"For the so called oldest political party you would think there would be a few more books.""""",1,1
3747,like,Soo..in like 20 hours (if i counted right sorry im a little tired) which would be 8pm tommorow night,1,1
6132,generally,But they enjoyed their stay generally,1,0.8
550,some,How about some of your own medicine.,0,0.8
2058,someone,And depending on which way the American election goes American support may not be forthcoming if someone like Ron Paul gets electedYeah but you cannot just throw around nuclear bombs without huge geopolitical consequences.,0,1
1852,like,They look remarkably like Birkenstocks,1,1
7269,a little,I wish Paul was a little bit more articulate and less frenetic in his responses.,1,1
29,much,There is so much wrong and you don't seem to understand what's wrong.,1,0.6
7517,believe,"AND nearly 80% don't believe there will be ANY benefit from the American Jobs Act or ""Stimulus II"" after his moronic""""",1,0.8
4956,much,I didn't see much of the BUFs - they came mostly after my last cruise there.,1,0.8
7402,like,LOLI'd like to put my.02c worth of shoe stories too,0,0.6
2511,know,I went to see another male friend last night who I know has a thing for me,0,0.8
6358,much,Any help would be much appreciated.,0,1
5375,almost,The result of a ballot among almost 1,1,0.8
6144,a bit,Moroccans are a bit like Italians when they get excited.,1,0.8
929,know,Little do they know they're far left utopia only works if the whole world is in it too.,0,0.6
995,someone,I am all for the legal process doing its work but to claim someone is given a pass by those of a political bent when there is no prosecution shows your bias.,1,0.6
7346,really,So I really don't think this is even happening.,1,1
6189,should,I thought they should spend weeks or months examining his body.,0,1
6738,some,"You say that as if Levantine Arab was some sort of cohesive ethnic group in Syria.""""",0,0.6
4235,know,I know why!,1,0.6
3475,possible,I'm stuck in the family home and want to get out as soon as possible after Christmas.,0,1
2652,a bit,i still think 14 weeks is a bit too long,1,1
5546,know,I don't know how old I was,1,0.8
1931,possible,This is possible because space is not analogous to matter in these theories in that in can exceed the speed of light in its expansion rate.,0,1
5253,basically,We had a row and a while later he came down with a backpack and basically said if there's any more of this I'm off.,1,1
266,think,I don't think most Brits want to start at the bottom and do tedious low paid jobs before they get the experience to climb up the career ladder.,1,0.8
2822,about,I heard about this two weeks ago.,1,0.6
1534,like,Or like oil companies,1,1
3542,really,Take a closer look at their signs and listen to what OWS is really saying.,1,1
1434,know,A friend of mine is very involved in conservative politics and one day sent a bunch of pro-voucher tweets about how parents know what's best,1,0.6
6326,like,Apparently she has made it known to people she likes the thought of the money (my father has made no secret about the inheritance).,0,0.8
6639,a few,This actually seems to be the prevailing attitude at a few Penn State message boards I've lurked at.,1,1
853,seem,For some reason you remind me of Dennis Leary (Video has a few F-bombs if your at work)STFU - Dennis Leary - YouTube STFU - Dennis Leary - YouTube Yea it does seem that most in the OWS Movement want to blame everyone but themselves for their own mistakes.,1,1
3391,know,Who knows what has happened in the past,0,0.6
3714,about,However during the clinton debate the Democrats kept going on and on about the blow job.,0,1
3138,so far,My work hasn't been able to offer me more hours so far,1,1
1551,could,Always knew Newt could tear it up in a debate.,0,0.6
3776,should,People forgave Clinton for the lying because the question never should have been asked in the first place.,0,1
5591,about,I am also reading about that recently(e.g.,0,1
5153,technically,While Congress is technically not funding abortions,1,1
5476,could,She could drive and visited the elderly(!),0,1
2636,might,And it gets worse - hundreds of skimmers sit idle...___Ken Marrero alerted me to this video of Florida Senator George LeMieux alerting the world that there are hundreds of oil skimmers across the country and the federal government has refused to allow them to be transferred to the Gulf to help in the cleanup because - get this - there may be an oil spill somewhere else and they might be needed there.,1,0.8
3177,about,But I do worry that it is going to take years to dig myself out of this little hole and be able to be in a place where we can comfortably afford a child and think about buying a house!,0,1
3324,most,Unless you are able to navigate the laws around wills and intestacy in the US (and they could differ from state to state) you are most likely going to make yourselves very,1,0.8
4751,find,"A family friend said it was a wonder we didn't find a note lying on his chest reading I told you I didn't want to come here.""",0,1
3,imagine,In the future I don't imagine very many will work.,1,0.8
7517,nearly,"AND nearly 80% don't believe there will be ANY benefit from the American Jobs Act or ""Stimulus II"" after his moronic""""",1,0.6
2866,think,I think the entire loop is around 18 miles.,1,1
1605,about,I had about 20 minutes with a doctor.,1,1
5650,read,Anyway - I am intruding on a thread which has become - as far as I have read - a logic duel - but I thought I would introduce a little local flora and fauna.,1,0.6
4527,much,My husband tries so much to help and is so kind but it isn't the same and i'm scared of stressing him out.,0,0.6
1906,understand,I understand the Laffer curve and yes,0,1
1176,about,In our uni library there were stacks of books about the Labour party in various eras but hardly any about the Tories.,0,0.9
713,some,I suggested the basic economics in it seemed some people didn't understand the basic cost/supply relationship - and many people in their thoughtful wish to help others less fortunate only correlate higher salary = more spending power without looking at the downstream impacts (or lack thereof).,0,0.6
3412,should,We should start a sequence of these threads ;-).,0,0.8
819,like,I like the fact that I have good friends I can trust of many races,0,1
105,like,How could I be expected to resist a title like that.,1,1
2074,a little,"It seems like every time I make any decision with money he has a friend telling him to not be a little bitch.""""",0,0.8
3220,feel,I just don't feel comfortable with expanding IIED that far,0,0.8
6459,believe,But if you don't believe me,0,0.8
6386,could,I feel like everything anyone could do to help,0,0.8
3438,largely,In spite of being largely Muslim,1,0.8
1350,so far,so far pregnancy has been normal,1,1
4443,think,Honestly I don't think BTK lives in Wichita.,1,1
7080,think,"I'd have to study further before answering definitively; but I don't think I'd be opposed to Kennedy's (Snood's) attaching it to inflation either, even retrospectively, providing they spaced it out to give business an opportunity to adjust.",1,1
3701,about,For the month that she was here she was helpful while I was away and for about 2 or 3 days after I got back... and then she phoned it in and we had to clean up after her more than the kids!,1,0.8
116,remember,Greedy Capitalists hurt the poor( I am not greedy therefore I love the poor)I will remember the phrase,0,0.8
3302,kind of,I have not heard about any kind of Will relating to my dad.,0,0.6
6251,think,I think it was started by carrying my school bag.,1,1
1381,think,Pretty much It's worse in Chicago - you'd think the guy was the second coming...,1,0.8
2215,really,Honestly when you think about it it really does look just.. terrifying.,1,0.6
1745,a bunch,Y'all are a bunch of hypocritical FAKES,1,0.6
493,a little,admittedly I did get a little emotional,1,1
5130,really,this is in my opinion really bad bullying!!!,0,1
6348,feel,It's a very difficult thing to have to approach and I really feel for you x,0,1
514,basically,It is important to seperate the innocent from the guilty in both industries but it's ironic that the papers have been selling copy by basically tarring all bankers with the same brush and slagging them off mercilessly for years.,1,1
771,someone,Kid gloves for a guy who just shot someone else to death.,0,0.6
2229,about,This is a positive thread about the Prez as some here said never happens and bam,0,0.8
5498,usually,There are usually women's groups at the different churches,1,1
3752,know,I know  ive been reading alot about them and asking people I know that have had them how they are..it sounds scary :/I feel for you mama,1,0.6
2103,really,I watched her approach a group of students who said they didn't really know anything about the two voting systems and she then proceeded to give them a very biased overview.,1,0.8
7299,most,Some of the most beautiful areas of re-planting,0,0.8
5123,really,She wears a spinal brace and he punches it so while it doesnt really hurt her i would prefer him not to I know i'm not the only parent who has an issue with him,1,1
2023,somewhat,i'm somewhat more interested in boycotting bp and forcing fund managers to divest all bp stock than i am in prosecuting the bp ceo,1,0.8
520,think,I have family in sweden and it is not as rosy as people think,1,1
5523,may,I may have been three or i may have been 5,1,1
1836,about,This is something I do all day long and while I'm at home I like to not think about work so much.,0,1
1121,like,So they insisted on free trade with countries like China that chop up their own citizens for transplant organs.,1,1
2940,believe,I believe a discussion on limiting the size of weapons civilians may possess is overdue.,1,1
2520,completely,I know you are heartbroken but it's completely normal.,0,1
7449,about,Same memory I wrote about on Abuzz.,0,1
5661,know,Until I know the facts I won't make a decision.,0,1
7469,about,Eventually got him about 6am and he said he was in his mates house.,1,1
1345,about,i had a good cry about it.,0,0.8
3488,may,I am sure the counsellors there have seen so many manipulators and the fallout that they may be able to suggest strategies to cope.,1,1
3445,some,Funny thing is that even some British don't have superb English.,1,0.6
7209,may,He does not at all agree that an atmosphere of such speech may make such tragedies likely to recur.,1,1
1489,about,It was an abrupt about-face for Robertson who reaches about one million U.S. viewers daily and is credited for helping shape political views of evangelical Christians,1,0.8
3747,a little,Soo..in like 20 hours (if i counted right sorry im a little tired) which would be 8pm tommorow night,1,1
6065,like,I was forever going in on my day off or coming in early or staying late because people didnt show up or wanted to leave early so i felt like they could deal with it.,1,0.8
2058,like,And depending on which way the American election goes American support may not be forthcoming if someone like Ron Paul gets electedYeah but you cannot just throw around nuclear bombs without huge geopolitical consequences.,1,1
1701,really,No one really concerned about it,0,0.6
1047,about,Just you think about that!,0,0.8
1364,kind of,I'm the kind of person who likes statistics and hard facts,0,1
114,most,I think it would explain most of the PIOUS statements by the far left.,1,0.8
4713,may,Once the disaster finally ends he may speak out.,1,1
2849,know,I know that his situation is not the same as your daughter's; all I can tell you is what I learned from my experience.,1,0.8
3778,about,Interrogating people about their sex lives isnt' kosher to a lot of people.,0,1
4409,think,Some think Flight 93 never crashed.,1,0.8
708,most,Ditto Thomas - My basic premise is that minimum wage (in most cases) will not have an impact - other than the possibility of people being laid off.,1,0.8
1254,basically,"plus my family has basically said they are gonna spend everything they earned before they die.""""",1,1
1972,someone,I wrote that it felt like someone smashed a champagne bottle on the back of my head like it was a departing ship.,0,0.6
5482,find,I've bought her some wool and she's going to do some knitting for charity but due to the arthritis in her hands I'm not sure how easy she'll find this.,1,1
1302,sometimes,I have to agree with Lash that sometimes,1,0.6
6065,could,I was forever going in on my day off or coming in early or staying late because people didnt show up or wanted to leave early so i felt like they could deal with it.,0,1
3502,really,The wind was really taken out of my sails,1,0.6
2533,understand,I also understand that he is falling back onto the idea that we supposedly have won the war,0,0.6
3359,a bunch,They are all a bunch of spoiled kids,1,0.8
5289,might,You might also try posting on the benefits board here to see if anyone can suggest any routes for you.,0,0.8
4288,some,My kids got some money from my mom and dad.,1,0.8
4804,about,Have tried reading round but searching the word will on google brings everything but will and testamentAnyone who has been in this kind of position plse let me know how you went about everything and what we need to dothanksbitsandbobsHi,0,1
1378,believe,He doesn't care about anyone but himself - As a matter of fact I believe hes obsessed with himself...,1,0.6
3163,some,I would love to get married but he hasn't propsed and as far as I know he isn't planning to (I understand it is on the cards at some point but no idea when),1,0.8
3440,believe,I believe these rows will just keep getting worse for years to come.,1,1
1279,almost,It was quite a tightrope walk--because I feel that in almost all circumstances,1,1
561,about,The yes on 1 folks say that children will be taught about homosexuality in schools... Well they already are taught about homosexuality in schools.,0,0.7
5525,remember,I can remember the oddest things but major events totally slip my mind.,0,1
1038,likely,Medicine students will be finding out about new treatments for diseases a lot of these older people are more likely to get.,1,0.8
5304,a few,i dont know... i just told him that i am sorry i will never look like that and i am so scared that he wont find me attractive in a few months because i am going to get stretch marks and just be fat and gross looking and i am just so emotional and ugh... i wasnt trying to make him feel bad.,1,0.8
4752,like,I've always felt that he was in control until the end and checked out like that,1,1
6643,most,There are a fair amount of people arguing - seriously - that most of the anger about the case is about people not being Penn State fans.,1,0.8
602,some,We walked from the factory to the State Capitol in an effort to get the owners to provide some financial support to the children and families of the women who died.,1,0.6
1585,about,"http://yglesias.thinkprogress.org/ar...ath-panels.phpReal Death PanelsJonathan Cohn calls it a squeeze play, but whatever you call it there's something bizarre about watching an American conservative movement whose general goal is to have the public sector provide as little as possible to anyone",0,1
2495,like,But Huckabee didn't shoot down other conspiracy theories like the president not having health or college records,1,1
7189,apparently,California apparently does allow the sale of raw milk but requires a permit to do so.,1,1
6334,think,Any advice and opinions welcome...Taff xPersonally I dont think its anything to do you even if she is a golddigger (no offence).,1,1
4956,mostly,I didn't see much of the BUFs - they came mostly after my last cruise there.,1,1
5552,a bit,The teacher was a bit surprised.,1,1
1452,recall,As I recall,0,0.6
1492,some,"Temperatures have soared to near record levels in some eastern regions and Robertson said that was the most convincing evidence I've seen on global warming in a long time.""",1,1
3154,about,It's my 29th birthday in a few weeks time and over the past 6 months I have started to fret about turning 30/having to make decisions about the 'big' things in life - houses,0,0.9
6330,about,I personally don't care about any future inheritance I could be entitled to (his house etc),0,1
1044,like,I've had enough personally and after graduation and I don't even start until 2011 but once I graduate I will take my degree and I will go to countries like Germany,1,1
28,a bunch,Those people are a bunch of crackpots.,1,0.6
15,should,You should look into Jacque Fresco.,0,0.8
5504,read,One thing I think I've read is that we tend to actually remember the last telling,1,1
4202,possibly,i could possibly try self employment again,1,0.8
4226,believe,I do not believe the 9/11 terrorists accomplished that task.,1,0.8
4217,sure,I'm sure there were plenty of Christian churches built during and shortly after the various Crusades in what had formally been Muslim territories.,1,1
506,usually,I usually blurt out that the truth movements goal is not a second investigation,1,1
5977,about,I stammerred and spoke about my opposition to the war and my support for the cause of civil rights and they went about their business,0,1
6167,nearly,She nearly had a heart attack and grounded me for a week.,1,1
500,expect,I don't expect that movement to end any time soon.,0,0.6
7012,could,She then said she could not give me their number.,1,0.6
6883,know,The ones I know that made it home still thank us all for our efforts to end that damn war.,0,1
6507,a bunch,"There was a fairly large to-do about a bunch of Stop snitchin' T-shirts here in Boston over the winter.""""",1,1
954,could,CommentaryYou beg my pardonLibby is not the only one who could benefit from Bush's clemencyBy David MartinPublished July 5,1,0.8
2125,seemingly,The right-wing neocon whackjobs on this board only care about the small percentage that seemingly cause trouble.,1,1
1545,a few,There are a few who control the entire market.,1,1
6937,appear,They didn't appear so noble to us then.,1,1
4097,could,The Bush administration smeared his name when he could not defend himself.,0,1
6431,might,DA Hurlbert won't press felony charges against hit-and-run driver because it might affect his job | SummitDaily.comIn 1970,1,1
210,about,Even though we are talking about human calamity and suffering,0,1
5746,should,Maybe we should run right back to the Conservative policies that squandered the surplus,0,1
2732,really,I really do hope more Americans turn to God in the future.,0,0.6
3488,sure,I am sure the counsellors there have seen so many manipulators and the fallout that they may be able to suggest strategies to cope.,1,0.8
4829,guess,I guess I've just got used to it,1,1
282,almost,A bad economy and fewer jobs WILL almost certainly cause more crime and strife.,1,1
3158,like,At the moment I feel like I am coming to an age where I have to start deciding what I do and do not want to do - and that annoys me!,1,1
4327,about,Insurance is the only financial product I can think of where you have to tell the company about changes to your circumstances (and then only things that are material to the policy and their underwriting decision).,0,1
6462,much,I wonder how much the DA cost to be bought off.,0,0.8
4446,know,www.crimelibrary.comi read this long ass story with all the facts and letters and shit they know about him and his victims...interesting stuff.,0,1
1972,like,I wrote that it felt like someone smashed a champagne bottle on the back of my head like it was a departing ship.,1,1
1484,like,Looks like Pat Robertson is now concerned about global warming,1,1
2515,like,I just feel like my life is kind of over.,1,0.8
3423,much,I personally believe that Syria wants very much to get on our (USA) good side.,1,0.6
2532,really,His equating the safety of soldiers in Iraq to the safety of the nation is really not very bright,1,1
6959,somebody,"My brother refused to be sent because I'm not going to fight somebody else's war.""",0,0.6
6491,apparently,It was apparently started by some thug in Baltimore The whole gist is that you can't trust the cops so you shouldn't snitch on people when you are a witness to a crime.,1,0.8
6415,like,I read a really good article (can't remember where) about the WWF and how they have spent so much of their resources on animals that humans like such as Panda and Rhinos at the expense of many species of birds/insects/rodents etc that aren't as cute but are far more important to their eco-systems.,0,0.8
7477,know,I know I will probally get slated and told he is an adult he can do what he wnats but he is living in our house and my husband and I both think he needs to let us know if he is not coming home.,0,0.7
6142,might,If someone visited the US and went to LA they might have a different perception of the US than someone who visited and went to New Orleans.,1,0.8
4403,think,I think Watergate is a prefect example of what I am asking about.,1,0.8
4223,might,One might say that Muslims won a victory on 9/11,1,0.6
