@relation hedge

@attribute word {'a bit','a bunch','a couple','a few','a little','a whole bunch','among others','and all that','and so forth','and so on','and suchlike','and the rest','correct me if I\'m wrong','et cetera','I mean','I would say','if I\'m understanding you correctly','in my mind','in my opinion','in my understanding','in my view','it\'s said','kind of','look like','looks like','more or less','my thinking','my understanding','pretty much','so far','somebody said','something or other','sort of','sounds like','the like','their impression','they said','they say','to be honest',about,almost,apparently,appear,approximately,arguably,assume,basic,basically,believe,completely,consider,could,estimate,expect,fair,fairly,feel,find,frequently,general,generally,guess,hear,imagine,know,largely,like,likely,may,maybe,might,most,mostly,much,nearly,necessarily,occasionally,often,partial,partially,perhaps,possible,possibly,practically,probable,probably,propose,rarely,read,really,recall,remember,rough,roughly,seem,seemingly,seldom,several,should,some,somebody,somehow,someone,sometimes,somewhat,somewhere,speculate,suggest,suppose,sure,technically,think,totally,understand,unlikely,unsure,usually,virtually}
@attribute POS_2 {START,STOP,JJ,NN,``,-LRB-,WRB,LS,PRP,DT,NNP,FW,NNS,JJS,JJR,UH,.$$.,MD,VBD,WP,VBG,CC,'\'\'',CD,PDT,RBS,VBN,RBR,#,$,IN,VBP,WDT,SYM,NNPS,WP$,',',VB,.,VBZ,RB,PRP$,EX,POS,-RRB-,:,TO,RP,NULL}
@attribute POS_1 {START,STOP,JJ,NN,``,-LRB-,WRB,LS,PRP,DT,NNP,FW,NNS,JJS,JJR,UH,.$$.,MD,VBD,WP,VBG,CC,'\'\'',CD,PDT,RBS,VBN,RBR,#,$,IN,VBP,WDT,SYM,NNPS,WP$,',',VB,.,VBZ,RB,PRP$,EX,POS,-RRB-,:,TO,RP,NULL}
@attribute POS_w {START,STOP,JJ,NN,``,-LRB-,WRB,LS,PRP,DT,NNP,FW,NNS,JJS,JJR,UH,.$$.,MD,VBD,WP,VBG,CC,'\'\'',CD,PDT,RBS,VBN,RBR,#,$,IN,VBP,WDT,SYM,NNPS,WP$,',',VB,.,VBZ,RB,PRP$,EX,POS,-RRB-,:,TO,RP,NULL}
@attribute POS1 {START,STOP,JJ,NN,``,-LRB-,WRB,LS,PRP,DT,NNP,FW,NNS,JJS,JJR,UH,.$$.,MD,VBD,WP,VBG,CC,'\'\'',CD,PDT,RBS,VBN,RBR,#,$,IN,VBP,WDT,SYM,NNPS,WP$,',',VB,.,VBZ,RB,PRP$,EX,POS,-RRB-,:,TO,RP,NULL}
@attribute POS2 {START,STOP,JJ,NN,``,-LRB-,WRB,LS,PRP,DT,NNP,FW,NNS,JJS,JJR,UH,.$$.,MD,VBD,WP,VBG,CC,'\'\'',CD,PDT,RBS,VBN,RBR,#,$,IN,VBP,WDT,SYM,NNPS,WP$,',',VB,.,VBZ,RB,PRP$,EX,POS,-RRB-,:,TO,RP,NULL}
@attribute class {1,0}

@data
should,START,DT,MD,VB,VBN,0
believe,START,PRP,VBP,DT,NN,1
find,VBP,RB,VB,RP,IN,1
could,NNP,NNS,MD,VB,PRP$,1
much,MD,VB,JJ,VBN,IN,0
about,TO,VBG,IN,DT,.,0
fairly,VBD,CD,RB,JJ,NNS,1
really,VBZ,EX,RB,NNS,IN,1
basically,VBD,VBN,RB,IN,DT,1
know,START,PRP,VBP,RB,NN,0
about,START,WRB,RB,DT,JJ,0
really,PRP,VBZ,RB,JJ,STOP,0
imagine,PRP,MD,VB,IN,PRP$,1
much,TO,VB,JJ,NN,IN,1
about,VBD,IN,IN,DT,JJ,0
feel,JJ,CC,VBP,PRP,VBZ,1
some,CC,IN,DT,NN,DT,0
'a couple',IN,VBG,DT,RB,.,0
know,VBP,RB,VB,RB,JJ,0
'a bunch',VBP,PDT,DT,IN,JJ,1
think,START,PRP,VBP,NNP,VBZ,1
think,START,PRP,VBP,DT,VBZ,1
fair,DT,RB,JJ,NN,IN,1
about,VBP,JJ,IN,NNPS,POS,0
could,IN,PRP,MD,RB,VB,0
much,START,RB,RB,IN,DT,1
about,VB,NN,IN,PRP,.,0
sure,VBP,RB,JJ,IN,NNS,1
possible,CC,DT,JJ,NN,IN,0
think,START,PRP,VBP,PRP,VBZ,1
most,NNS,CC,JJS,NNS,VBP,1
'a few',IN,NNP,DT,NNS,IN,1
about,RB,JJ,IN,PRP,FW,0
read,RBR,PRP,VBP,DT,JJR,0
think,START,PRP,VBP,PRP,MD,1
seem,PRP$,NNS,VBP,TO,VB,1
like,VBZ,NNS,IN,PRP,VBP,1
feel,START,PRP,VBP,IN,NN,1
'kind of',DT,NNS,NN,NN,RB,0
like,DT,NNS,IN,PRP,VBD,1
likely,VBP,RBS,JJ,VBG,TO,1
sure,PRP,VBP,JJ,DT,NN,1
much,RB,WRB,JJ,PRP,VBZ,0
know,VBD,RB,VB,WRB,STOP,0
think,START,PRP,VBP,NNP,POS,1
practically,PRP,VBD,RB,VBN,TO,1
find,PRP,MD,VB,DT,NN,0
fairly,VBZ,RB,RB,JJ,.,1
think,START,PRP,VBP,NNP,VBZ,1
should,VB,PRP,MD,VB,VBN,0
like,WP,VBZ,IN,PRP,VBP,1
somewhat,TO,VB,RB,JJ,WRB,1
'a little',EX,VBZ,DT,NN,IN,1
often,DT,RB,RB,PRP,VBZ,1
some,PRP,VBD,DT,NN,CC,1
find,PRP,MD,VB,PRP,VBP,1
could,VBD,PRP,MD,VB,VBD,0
think,START,PRP,VBP,DT,NN,1
frequently,VBD,PRP,RB,IN,DT,1
about,VBZ,VBN,IN,CD,NNS,1
several,JJ,IN,JJ,NNS,STOP,1
like,JJ,NNS,IN,NNP,STOP,1
'a whole bunch',RB,VBD,DT,IN,NN,1
like,IN,NN,IN,PRP,IN,1
believe,START,PRP,VBP,PRP,VBD,1
almost,CC,PRP,RB,VBP,IN,1
most,FW,VBP,JJS,NNPS,VBP,1
really,PRP,VBP,RB,JJ,WP,0
like,RB,VBP,IN,PRP,VBP,1
'sort of',PRP,VBP,NN,VBN,DT,1
understand,PRP,MD,VB,DT,NN,0
really,START,PRP,RB,VBP,.,0
like,JJ,NNS,IN,NNP,CC,1
could,START,CC,MD,VB,RB,1
remember,MD,RB,VB,VBG,NNP,0
'I would say',JJ,NN,PRP,PRP,MD,1
find,NN,PRP,VBP,RP,.,1
almost,DT,NN,RB,VBD,DT,1
somewhere,DT,NN,RB,IN,NNS,0
know,RB,RB,VB,IN,PRP$,0
think,WDT,PRP,VBP,VBZ,DT,1
should,VB,PRP,MD,VB,VBN,0
really,IN,PRP,RB,VBP,TO,0
seem,NNS,VBZ,VB,DT,JJ,1
might,VBG,NNS,MD,VB,IN,1
'a little',IN,VBG,DT,JJ,IN,1
about,JJ,NN,IN,DT,NN,0
sure,START,RB,JJ,WP,RB,1
someone,START,IN,NN,VBZ,DT,1
fair,FW,DT,JJ,JJ,NNS,1
really,VBP,RB,RB,VB,TO,1
'a bit',TO,VB,DT,RBR,NN,1
someone,VBD,RB,NN,VBN,TO,0
like,VBZ,VB,IN,DT,NN,1
'a little',PRP,IN,DT,NN,IN,0
may,START,EX,MD,VB,NN,1
maybe,START,CC,RB,RB,DT,1
think,PRP,MD,VB,PRP,MD,1
usually,WDT,VBZ,RB,VBN,TO,1
feel,PRP,MD,VB,VBN,.,0
about,DT,NN,IN,DT,NNS,0
think,VBP,RB,VB,DT,VBZ,1
most,VBP,DT,RBS,JJ,:,0
could,VBD,PRP,MD,VB,RP,0
know,START,NNP,VBP,EX,VBP,0
usually,JJ,PRP,RB,VBZ,PRP,1
think,PRP,MD,VB,IN,WRB,0
may,START,PRP,MD,RB,VB,1
probably,NNS,MD,RB,RB,VB,1
may,JJ,NN,MD,RB,VB,1
may,START,PRP,MD,VB,JJ,1
sometimes,RB,VBG,RB,FW,VBP,0
about,CC,VBN,IN,RB,.,0
feel,NNS,CC,VB,DT,NN,0
about,START,WRB,RB,DT,IN,0
about,NNP,VBZ,IN,STOP,STOP,0
think,RB,PRP,VBP,DT,NNS,1
understand,PRP,RB,VBP,IN,NNP,1
understand,IN,PRP,VBP,DT,NN,0
someone,VBG,IN,NN,TO,VB,1
'sort of',IN,DT,NN,``,VB,0
most,VB,IN,JJS,IN,DT,1
understand,IN,PRP,VBP,PRP$,JJ,0
read,WRB,PRP,VBP,PRP$,NNS,0
likely,RB,RBS,RB,WRB,DT,1
really,LS,VBP,RB,RB,JJ,0
about,RB,JJ,IN,CC,RB,0
about,VBD,IN,IN,WRB,PRP,0
think,CC,PRP,VBP,NNP,MD,1
much,START,RB,RB,DT,JJ,0
suggest,PRP,MD,VB,IN,DT,1
most,VBN,DT,RBS,JJ,CC,0
someone,PRP,CC,NN,WP,PRP$,0
think,START,PRP,VBP,PRP,VBD,1
know,RB,RB,VB,PRP,VBP,1
really,PRP,VBP,RB,VBN,RP,0
remember,PRP,RB,VBP,DT,JJ,0
about,JJR,NN,IN,DT,JJ,0
should,JJ,NNS,MD,VB,IN,0
think,CC,PRP,VBP,PRP,VBD,1
think,PRP,MD,VB,RB,MD,1
like,START,IN,IN,CD,NNS,1
generally,PRP$,NN,RB,STOP,STOP,1
some,WRB,RB,DT,IN,PRP$,0
someone,JJ,IN,NN,IN,NNP,0
like,VBP,RB,IN,NNS,STOP,1
'a little',NNP,VBD,DT,NN,RBR,1
much,VBZ,RB,JJ,JJ,CC,1
believe,VBP,RB,VB,EX,MD,1
much,RB,VB,JJ,IN,DT,1
like,NNP,MD,VB,TO,VB,0
know,WP,PRP,VBP,VBZ,DT,0
much,MD,VB,JJ,VBN,.,0
almost,NN,IN,RB,CD,STOP,1
'a bit',NNS,VBP,DT,IN,NNPS,1
know,VBP,PRP,VBP,PRP,VBP,0
someone,TO,VB,NN,VBZ,VBN,1
really,IN,PRP,RB,VBP,RB,1
should,VBD,PRP,MD,VB,NNS,0
some,NNP,VBD,DT,NN,IN,0
know,START,PRP,VBP,WRB,.,1
possible,RB,IN,JJ,IN,NNP,0
'a bit',NNS,VBZ,DT,RB,RB,1
know,VBP,RB,VB,WRB,JJ,1
possible,DT,VBZ,JJ,IN,NN,0
basically,NN,CC,RB,VBD,IN,1
think,VBP,RB,VB,RBS,NNS,1
about,PRP,VBD,IN,DT,CD,1
like,START,CC,IN,NN,NNS,1
really,NN,VBZ,RB,VBG,.,1
know,WRB,NNS,VBP,WP,VBZ,1
'a few',NN,IN,DT,NNP,NNP,1
seem,PRP,VBZ,VB,IN,JJS,1
about,CC,IN,IN,DT,NN,0
'so far',RBR,NNS,RB,STOP,STOP,1
could,VBD,NNP,MD,VB,PRP,0
should,NN,RB,MD,VB,VBN,0
about,RB,VBG,IN,DT,RB,0
technically,NNP,VBZ,RB,RB,VBG,1
could,START,PRP,MD,VB,CC,0
might,CC,PRP,MD,VB,VBN,1
about,CC,VB,IN,VBG,DT,0
most,PRP,VBP,RBS,JJ,VBG,1
find,VBD,RB,VB,DT,NN,0
imagine,VBP,RB,VB,RB,JJ,1
nearly,START,CC,RB,CD,NN,1
think,START,PRP,VBP,DT,JJ,1
about,PRP,VBD,RB,CD,NNS,1
read,PRP,VBP,VBN,:,DT,1
much,VBZ,RB,JJ,TO,VB,0
understand,START,PRP,VBP,DT,NNP,0
about,IN,NNS,IN,DT,NNP,0
some,PRP,VBD,DT,NNS,VBD,0
should,START,PRP,MD,VB,DT,0
like,START,PRP,VBP,DT,NN,0
like,DT,NN,IN,DT,.,1
feel,VBP,RB,VB,JJ,IN,0
believe,VBP,RB,VB,PRP,STOP,0
could,NN,NN,MD,VB,TO,0
largely,IN,VBG,RB,JJ,STOP,1
'so far',START,START,RB,NN,VBZ,1
think,VBP,RB,VB,NNP,VBZ,1
think,VBP,RB,VB,PRP,MD,1
about,CC,IN,RB,CD,CC,1
remember,PRP,MD,VB,DT,NN,0
'kind of',IN,DT,NN,NNP,VBG,0
think,START,PRP,VBP,PRP,VBD,1
think,PRP,MD,VB,DT,NN,1
really,PRP,PRP,RB,VBZ,VB,1
'a bunch',DT,VBP,DT,IN,JJ,1
'a little',VBD,VB,DT,JJ,STOP,1
really,PRP$,NN,RB,JJ,VBG,0
feel,PRP,RB,VBP,IN,PRP,0
basically,NN,IN,RB,VBG,DT,1
someone,RB,VBD,NN,RB,TO,0
about,JJ,NN,IN,DT,NNP,0
usually,EX,VBP,RB,NNS,POS,1
know,START,PRP,VBP,RB,VBN,1
really,VBD,RB,RB,VB,NN,1
most,IN,DT,RBS,JJ,NNS,0
really,PRP,JJ,RB,VB,PRP$,1
somewhat,LS,VBP,RB,RBR,JJ,1
think,IN,NNS,VBP,STOP,STOP,1
may,START,PRP,MD,VB,VBN,1
about,RB,VB,IN,NN,RB,0
like,IN,NNS,IN,NNP,WDT,1
believe,START,PRP,VBP,DT,NN,1
completely,PRP,VBZ,RB,JJ,.,0
about,PRP,VBD,RB,IN,NNP,0
know,IN,PRP,VBP,DT,NNS,0
about,VBD,PRP,IN,JJ,CC,1
about,JJ,NN,IN,PRP,.,0
may,IN,PRP,MD,VB,JJ,1
some,IN,RB,DT,JJ,VBP,1
may,JJ,NN,MD,VB,JJ,1
about,WP,VBZ,IN,CD,CD,1
'a little',JJ,NN,DT,JJ,-RRB-,1
like,FW,VBD,IN,PRP,MD,1
like,IN,NN,IN,NNP,NNP,1
really,DT,NN,RB,JJ,IN,0
about,PRP,VBP,IN,DT,.,0
'kind of',VBP,DT,NN,NN,WP,0
most,MD,VB,JJS,IN,DT,1
may,VBZ,PRP,MD,VB,RP,1
know,START,PRP,VBP,IN,PRP$,1
about,VBG,NNS,IN,PRP$,NN,0
think,START,DT,VBP,NN,CD,1
most,-LRB-,IN,JJS,NNS,-RRB-,1
basically,NN,VBZ,RB,VBD,PRP,1
someone,VBD,IN,NN,VBD,DT,0
find,PRP,MD,VB,DT,.,1
sometimes,NN,WDT,RB,STOP,STOP,1
could,IN,PRP,MD,VB,IN,0
really,NN,VBD,RB,VBN,IN,1
understand,PRP,RB,VBP,IN,PRP,0
'a bunch',VBP,PDT,DT,IN,VBN,1
might,START,PRP,MD,RB,VB,0
some,NNS,VBD,DT,NN,IN,1
about,PRP,VBD,IN,NN,CC,0
believe,NN,PRP,VBP,NNS,VBN,1
some,NNS,IN,DT,NN,CC,1
believe,START,PRP,VBP,DT,NNS,1
almost,IN,IN,RB,DT,NNS,1
about,VB,VBN,IN,NN,IN,0
remember,PRP,MD,VB,DT,JJS,0
likely,VBP,RBR,JJ,TO,VB,1
'a few',JJ,IN,DT,NNS,IN,1
like,VBD,RP,IN,DT,STOP,1
most,:,IN,JJS,IN,DT,1
some,TO,VB,DT,JJ,NN,1
about,NN,JJ,IN,VBG,DT,0
like,NN,NNS,IN,DT,NN,1
apparently,START,NNP,RB,VBZ,VB,1
think,PRP,VBP,VB,PRP$,NN,1
mostly,PRP,VBD,RB,IN,PRP$,1
'a bit',NN,VBD,DT,JJ,.,1
recall,IN,PRP,VBP,STOP,STOP,0
some,NNS,IN,DT,JJ,NNS,1
about,TO,VB,IN,VBG,VBG,0
about,RB,VB,IN,DT,JJ,0
like,TO,NNS,IN,NNP,STOP,1
'a bunch',NNS,VBP,DT,IN,NNS,1
should,START,PRP,MD,VB,IN,0
read,PRP,VBP,VBN,VBZ,IN,1
possibly,LS,MD,RB,VB,NN,1
believe,VBP,RB,VB,DT,CD,1
sure,PRP,VBP,JJ,EX,VBD,1
usually,START,PRP,RB,VBP,RP,1
about,CC,VBD,IN,PRP$,NN,0
nearly,START,PRP,RB,VBD,DT,1
expect,VBP,RB,VB,DT,NN,0
could,VBD,PRP,MD,RB,VB,1
know,NNS,PRP,VBP,IN,VBN,0
could,NN,WP,MD,VB,IN,1
seemingly,NN,WDT,RB,VBP,NN,1
'a few',EX,VBP,DT,WP,VBP,1
appear,VBD,RB,VB,RB,JJ,1
could,WRB,PRP,MD,RB,VB,0
might,IN,PRP,MD,VB,PRP$,1
about,VBP,VBG,IN,JJ,NN,0
should,RB,PRP,MD,VB,RB,0
really,START,PRP,RB,VBP,VB,0
sure,PRP,VBP,JJ,DT,NNS,1
guess,START,PRP,VBP,PRP,VBP,1
almost,NNS,MD,RB,RB,VB,1
like,PRP,VBP,IN,PRP,VBP,1
about,DT,NN,IN,NNS,TO,0
much,VBP,WRB,RB,DT,NNP,0
know,NN,PRP,VBP,IN,PRP,0
like,PRP,VBD,IN,NN,VBD,1
like,START,VBZ,IN,NNP,NNP,1
like,RB,VBP,IN,PRP$,NN,1
much,VBZ,RB,JJ,TO,VB,1
really,NN,VBZ,RB,RB,RB,1
somebody,TO,VB,NN,RB,POS,0
apparently,PRP,VBD,RB,VBN,IN,1
like,WDT,NNS,IN,JJ,IN,0
know,START,PRP,VBP,PRP,MD,0
might,NNP,PRP,MD,VB,DT,1
think,START,PRP,VBP,NNP,VBZ,1
might,START,NN,MD,VB,IN,1
some,RB,VBP,DT,NN,IN,0
most,RB,:,RBS,JJ,TO,1
may,NN,NN,MD,VB,VBN,1
about,TO,RB,RB,RB,.,1
most,NN,IN,JJS,IN,DT,0
should,START,PRP,MD,VB,IN,0
imagine,PRP,MD,VB,STOP,STOP,1
think,START,PRP,VBP,IN,PRP,0
may,IN,PRP,MD,VB,:,0
much,RB,RB,JJ,JJ,JJ,1
could,NN,PRP,MD,VB,VBN,1
much,START,RB,RB,IN,DT,1
should,DT,NN,MD,VB,NNP,0
'kind of',PRP,VBD,NN,RB,PRP,1
apparently,PRP,VBD,RB,VBN,RB,1
may,NNS,PRP,MD,RB,VB,1
some,MD,JJ,DT,JJ,NN,1
'a few',START,IN,DT,JJR,NNS,1
about,VBP,JJ,IN,DT,NN,0
much,DT,DT,JJ,CC,DT,1
much,VBD,IN,JJ,CC,PRP,1
know,WRB,PRP,VBP,WP,VBZ,0
fair,PRP,DT,JJ,NN,IN,0
should,START,PRP,MD,VB,IN,0
some,PRP,VBP,DT,NNS,NNS,1
some,TO,VB,DT,NNS,.,1
seem,IN,DT,VBP,NNS,DT,1
really,RB,JJ,RB,STOP,STOP,1
sure,START,PRP,RB,IN,NN,1
'my thinking',VBD,IN,PRP$,VBD,JJR,0
remember,PRP,MD,VB,VBG,DT,0
basically,NNS,CC,RB,RBS,NNS,1
about,FW,FW,IN,WP,JJ,0
about,PRP,VBP,IN,JJ,NNS,0
seem,PRP,RB,VBP,TO,VB,1
really,PRP,VBD,RB,JJ,.,0
'sort of',PRP,VBP,NN,JJ,IN,1
may,CC,PRP,MD,VB,IN,1
could,NN,PRP,MD,VB,STOP,1
really,VBP,VBN,RB,RB,IN,0
about,NNS,IN,RB,CD,NNS,1
know,IN,PRP,VBP,IN,RB,0
think,NN,CC,VB,IN,VBG,1
understand,WDT,NNS,VBP,JJR,IN,0
think,PRP,RB,VBP,NNP,VBD,1
much,VBZ,RB,RB,IN,DT,0
really,START,PRP,RB,VBP,TO,1
think,START,PRP,VBP,NNS,IN,1
believe,JJ,NNPS,VBP,DT,NN,1
think,START,PRP,VBP,PRP,MD,1
'a few',VBP,VBG,DT,NNS,.,1
generally,IN,NNP,RB,VBD,DT,1
read,VBP,RB,VB,WP,PRP,0
about,RB,RB,IN,VBG,DT,0
likely,IN,DT,JJ,NN,NN,1
read,PRP,VBP,VBN,IN,DT,1
really,DT,NN,RB,VBZ,TO,1
some,VBP,RB,DT,IN,DT,1
could,DT,NN,MD,VB,VBN,0
like,RB,VBP,IN,PRP,VBP,1
often,RB,VB,RB,CC,RB,1
think,START,PRP,VBP,PRP,VBD,1
some,RB,VBP,DT,NNS,IN,0
'a few',VBN,IN,DT,NNS,CC,1
about,PRP,VBP,IN,NN,NNS,0
most,IN,DT,RBS,JJ,NNS,0
some,RB,WRB,DT,PRP,VBP,1
much,PRP,RB,RB,VBP,JJ,0
like,PRP,VBZ,IN,DT,NN,1
about,RP,CC,IN,NN,.,0
about,START,VB,IN,DT,STOP,0
about,VBP,VBG,IN,VBG,JJ,0
like,MD,RB,VB,DT,NN,0
about,TO,VBG,IN,PRP,VB,0
about,VBZ,RB,IN,NN,STOP,0
should,DT,NN,MD,VB,VBN,0
'a little',PRP,VBD,DT,IN,EX,1
think,WRB,NNS,VBP,IN,DT,1
some,DT,NN,DT,NNS,VBD,1
believe,START,PRP,VBP,IN,DT,1
somewhere,PRP,VBZ,RB,JJ,RB,0
probably,PRP,VBP,RB,RB,VBN,1
should,DT,NN,MD,VB,IN,0
could,START,PRP,MD,RB,VB,0
'look like',NN,IN,NN,PRP,VBP,1
much,VBZ,RB,JJ,STOP,STOP,0
totally,JJ,NNS,RB,VBP,PRP$,0
about,NN,VBD,IN,NN,.,0
about,START,VB,IN,DT,STOP,0
think,START,PRP,VBP,RB,IN,1
know,START,PRP,VBP,PRP,VBP,0
about,VBP,JJ,IN,NN,TO,0
remember,PRP,MD,VB,NNS,IN,0
someone,NNS,WRB,NN,VBZ,RB,1
think,VBP,RB,VB,PRP,VBZ,1
really,WP,VBZ,RB,VBN,VBG,1
know,VBP,RB,VB,WRB,JJ,0
sure,FW,VBP,JJ,NNP,NNP,1
like,START,RB,IN,PRP,MD,1
think,IN,PRP,VBP,WP,PRP,1
'a little',TO,VB,DT,JJ,IN,1
probable,DT,RBS,JJ,NN,.,1
fairly,VBD,DT,RB,JJ,NN,1
really,PRP,VBP,RB,RB,JJ,1
know,VBP,RB,VB,IN,DT,1
guess,VBP,RB,VB,$,CD,1
could,DT,NN,MD,VB,IN,0
may,NN,WDT,MD,VB,VBN,1
almost,PRP,VBP,RB,VBG,NN,1
like,CC,MD,VB,TO,VB,0
about,RB,JJ,IN,DT,NN,0
like,CC,RB,IN,NNP,EX,1
think,START,PRP,VBP,NNS,MD,1
like,WRB,NN,IN,CD,NN,1
know,START,PRP,VBP,PRP,VBZ,1
really,VBD,RB,RB,VB,NN,1
'a couple',NN,IN,DT,IN,NNS,1
find,RB,PRP,VBP,RP,RBR,1
sure,CC,RB,JJ,WP,RB,1
about,RB,VB,IN,NN,NNS,0
understand,START,PRP,VBP,WP,DT,0
perhaps,NN,NNS,RB,PRP,MD,1
feel,START,PRP,VBP,PRP,VBP,1
much,VBD,PRP,RB,RBR,JJ,0
read,PRP,VBP,VBN,NNS,WDT,1
know,START,PRP,VBP,PRP,VBD,0
some,NN,CC,DT,JJ,STOP,0
may,JJ,NN,MD,VB,VBN,1
like,PRP,VBZ,IN,DT,NN,1
think,START,DT,VBP,DT,NNS,1
should,JJ,NN,MD,VB,VBN,0
much,START,RB,JJ,JJ,NN,0
most,VBN,IN,JJS,VBZ,IN,1
about,PRP,VBP,IN,DT,NNP,0
often,PRP,VBP,RB,DT,NNS,1
like,START,RB,IN,NNP,VBD,1
some,VBN,IN,DT,JJ,CC,1
like,:,RB,IN,DT,JJ,1
generally,CC,PRP,RB,VBP,RB,1
about,'\'\'',NNS,IN,DT,NNS,0
'looks like',JJ,RB,VBZ,PRP,MD,1
think,START,PRP,VBP,PRP,VB,1
really,NN,VBZ,RB,JJ,PRP,0
someone,VBG,IN,NN,RB,WRB,1
feel,PRP,MD,VB,RB,RBR,0
about,VB,JJ,IN,DT,JJ,0
sure,RB,RB,JJ,WRB,.,1
know,START,PRP,VBP,IN,EX,0
'kind of',DT,JJ,NN,NN,:,0
sure,PRP,VBP,JJ,PRP,DT,1
like,START,RBR,IN,DT,NNP,1
probably,START,PRP,RB,VBP,RBS,1
sure,VBP,RB,JJ,WRB,JJ,1
'to be honest',NN,NNS,TO,STOP,STOP,1
about,NN,CC,IN,DT,NN,1
understand,PRP,VBP,VB,WRB,PRP$,0
most,IN,DT,RBS,JJ,NNS,0
'a few',START,VBG,DT,NNS,IN,1
may,IN,PRP,MD,VB,JJ,1
really,VBP,DT,RB,JJ,NN,0
unsure,VBP,RB,JJ,WP,NN,1
about,VBD,NN,IN,PRP,:,0
fair,VBP,DT,JJ,NN,IN,1
like,PRP,VBZ,IN,PRP,VBD,1
most,DT,JJS,RBS,JJ,NN,0
really,PRP,VBD,RB,JJ,VBG,0
fairly,VBG,DT,RB,JJ,NN,1
usually,PRP,VBP,RB,RB,JJ,1
really,PRP,DT,RB,PRP$,NNS,1
could,NN,CC,MD,RB,VB,0
think,IN,NNS,VBP,PRP,VBP,1
likely,:,RBS,JJ,TO,VB,1
remember,MD,RB,VB,DT,NN,0
generally,CD,PRP,RB,VBP,NN,1
'a few',VBD,VBN,DT,NN,NNS,1
really,MD,RB,RB,VB,PRP,1
know,:,PRP,VBP,PRP,VBP,1
somewhere,NN,VBD,RB,IN,CD,1
might,START,PRP,MD,VB,NN,0
some,JJ,NNS,DT,NN,VBN,1
several,VB,VBN,JJ,NNS,.,1
feel,PRP,RB,VBP,IN,PRP,1
remember,RB,MD,VB,VBG,VBN,0
probably,NNS,MD,RB,VB,RP,1
often,CC,PRP,RB,VBP,STOP,1
someone,NN,IN,NN,WP,VBZ,1
really,VBP,VBG,RB,VB,RP,0
someone,JJ,IN,NN,VBD,PRP,1
almost,VBD,RB,RB,DT,NN,1
understand,START,PRP,VBP,IN,IN,0
like,NN,NN,IN,NNP,NNP,1
really,START,PRP,RB,VBP,DT,0
about,VBP,NNS,IN,NNP,CC,0
someone,JJ,IN,NN,IN,NNP,0
should,IN,PRP,MD,VB,VBN,0
recall,VBP,RB,VB,NN,VBG,0
about,VBP,NN,IN,PDT,DT,0
some,PRP,VB,DT,NNS,.,1
possible,NNS,VBP,JJ,JJR,NN,0
some,MD,VB,DT,NN,IN,0
think,IN,PRP,VBP,PRP,VB,1
most,IN,DT,RBS,JJ,NNS,0
'a bit',VB,VBD,DT,RBR,NN,1
think,IN,PRP,VBP,JJS,IN,1
may,IN,NNP,MD,VB,DT,1
about,JJ,-RRB-,IN,PRP$,NN,0
maybe,CC,RB,RB,PRP,MD,1
think,START,LS,VB,DT,MD,1
like,DT,NN,IN,PRP,RB,1
some,JJR,CC,DT,JJ,NN,0
often,IN,NNS,RB,VBZ,NN,1
about,IN,VBZ,RB,RB,.,1
generally,NN,:,RB,RB,JJ,1
think,VBZ,RB,VB,PRP,VBZ,1
about,VBZ,NN,IN,DT,NN,0
about,RB,VB,IN,VBG,IN,0
know,START,PRP,VBP,PRP,VB,0
should,DT,NN,MD,VB,RB,0
assume,START,PRP,VBP,IN,IN,1
like,IN,NNS,IN,NN,CC,1
believe,VBP,RB,VB,IN,NNPS,1
should,START,NNS,MD,VB,JJ,0
likely,RB,RBR,JJ,TO,VB,1
understand,VBZ,RB,VB,IN,PRP,0
think,PRP,MD,VB,PRP,VBZ,1
probably,NNP,PRP,RB,MD,VB,1
know,RB,RB,VB,STOP,STOP,1
probably,IN,NN,RB,VBZ,RB,1
some,PRP,VBZ,DT,NN,NN,1
know,JJ,NNS,VBP,IN,RB,1
really,VBZ,RB,RB,VB,IN,1
much,NNPS,RB,RB,STOP,STOP,1
someone,VB,MD,NN,VB,PRP,1
think,IN,PRP,VBP,DT,JJ,1
almost,VBN,RP,RB,DT,NN,1
know,RB,PRP,VBP,PRP,RB,1
about,PRP,VBP,IN,VBG,DT,0
someone,JJ,WRB,NN,VBD,PRP,1
seem,START,EX,VBP,TO,VB,1
think,PRP,NNS,VB,CC,IN,1
probably,DT,MD,RB,VB,DT,1
suggest,PRP$,NN,VBP,JJ,NNS,1
most,WDT,VBZ,RBS,NNS,IN,0
know,VBP,RB,VB,WP,PRP,1
some,PRP,RP,DT,JJR,RB,1
could,WP,NNP,MD,VB,IN,1
