@relation AnnaHedgeData

@attribute hedge {'a bit','a bunch','a couple','a few','a little','a whole bunch','among others','and all that','and so forth','and so on','and suchlike','and the rest','correct me if I\'m wrong','et cetera','I mean','I would say','if I\'m understanding you correctly','in my mind','in my opinion','in my understanding','in my view','it\'s said','kind of','look like','looks like','more or less','my thinking','my understanding','pretty much','so far','somebody said','something or other','sort of','sounds like','the like','their impression','they said','they say','to be honest',about,almost,apparently,appear,approximately,arguably,assume,basic,basically,believe,completely,consider,could,estimate,expect,fair,fairly,feel,find,frequently,general,generally,guess,hear,imagine,know,largely,like,likely,may,maybe,might,most,mostly,much,nearly,necessarily,occasionally,often,partial,partially,perhaps,possible,possibly,practically,probable,probably,propose,rarely,read,really,recall,remember,rough,roughly,seem,seemingly,seldom,several,should,some,somebody,somehow,someone,sometimes,somewhat,somewhere,speculate,suggest,suppose,sure,technically,think,totally,understand,unlikely,unsure,usually,virtually}

@attribute pos-2 {START,STOP,JJ,NN,``,-LRB-,WRB,LS,PRP,DT,NNP,FW,NNS,JJS,JJR,UH,.$$.,MD,VBD,WP,VBG,CC,'\'\'',CD,PDT,RBS,VBN,RBR,#,$,IN,VBP,WDT,SYM,NNPS,WP$,',',VB,.,VBZ,RB,PRP$,EX,POS,-RRB-,:,TO,RP,NULL}
@attribute pos-1 {START,STOP,JJ,NN,``,-LRB-,WRB,LS,PRP,DT,NNP,FW,NNS,JJS,JJR,UH,.$$.,MD,VBD,WP,VBG,CC,'\'\'',CD,PDT,RBS,VBN,RBR,#,$,IN,VBP,WDT,SYM,NNPS,WP$,',',VB,.,VBZ,RB,PRP$,EX,POS,-RRB-,:,TO,RP,NULL}
@attribute pos {START,STOP,JJ,NN,``,-LRB-,WRB,LS,PRP,DT,NNP,FW,NNS,JJS,JJR,UH,.$$.,MD,VBD,WP,VBG,CC,'\'\'',CD,PDT,RBS,VBN,RBR,#,$,IN,VBP,WDT,SYM,NNPS,WP$,',',VB,.,VBZ,RB,PRP$,EX,POS,-RRB-,:,TO,RP,NULL}
@attribute pos+1 {START,STOP,JJ,NN,``,-LRB-,WRB,LS,PRP,DT,NNP,FW,NNS,JJS,JJR,UH,.$$.,MD,VBD,WP,VBG,CC,'\'\'',CD,PDT,RBS,VBN,RBR,#,$,IN,VBP,WDT,SYM,NNPS,WP$,',',VB,.,VBZ,RB,PRP$,EX,POS,-RRB-,:,TO,RP,NULL}
@attribute pos+2 {START,STOP,JJ,NN,``,-LRB-,WRB,LS,PRP,DT,NNP,FW,NNS,JJS,JJR,UH,.$$.,MD,VBD,WP,VBG,CC,'\'\'',CD,PDT,RBS,VBN,RBR,#,$,IN,VBP,WDT,SYM,NNPS,WP$,',',VB,.,VBZ,RB,PRP$,EX,POS,-RRB-,:,TO,RP,NULL}
@attribute position numeric
@attribute agreement numeric
@attribute judgment {1,0}

@data
really,START,PRP,RB,VBP,VB,1,0.6,1
some,NNS,CC,DT,WDT,VBP,16,0.6,0
should,DT,NN,MD,RB,VB,2,0.8,0
might,NN,PRP,MD,VB,.,15,0.6,1
about,DT,NN,IN,NN,STOP,17,0.8,0
totally,DT,VBZ,RB,JJ,.,2,1,0
completely,WDT,PRP,RB,VBZ,DT,3,1,0
could,JJ,CC,MD,RB,VB,24,1,0
most,VBP,DT,RBS,JJ,NNP,4,0.9,0
most,VBP,DT,RBS,JJ,NNS,19,0.9,0
feel,RB,FW,VBP,DT,JJ,17,1,0
someone,TO,VB,NN,RB,.,28,0.6,1
like,DT,NNP,IN,DT,NN,11,1,1
suggest,START,PRP,VBP,PRP,VBN,1,0.8,1
sometimes,UH,NNS,RB,VBP,PRP$,3,0.6,0
might,VBG,NNP,MD,RB,VB,9,1,1
like,VBP,NNS,IN,NN,STOP,3,0.8,1
'and the rest',JJ,NNS,CC,IN,DT,17,0.8,0
most,-LRB-,IN,JJS,NNS,IN,8,0.8,1
might,START,PRP,MD,VB,TO,1,1,0
know,:,PRP,VBP,PRP,VBZ,3,0.6,1
really,DT,NN,RB,VBP,DT,3,1,1
about,VBG,IN,IN,JJ,NNS,6,1,0
about,RB,VBG,IN,NN,STOP,4,0.8,0
much,TO,VB,RB,JJR,NNS,6,1,0
like,NNS,VB,IN,DT,NN,6,0.8,1
read,VBP,RB,VB,PRP,.,10,1,0
know,VBP,RB,VB,WRB,PRP,3,0.6,1
think,VBP,RB,VB,RBS,JJ,3,0.9,1
think,CC,PRP,VBP,PRP,VBP,14,0.9,1
may,VBD,JJ,MD,CC,RB,16,0.6,1
think,START,PRP,VBP,DT,JJ,1,1,1
know,PRP,NNS,VB,WRB,TO,12,1,0
probably,PRP,VBZ,RB,JJ,STOP,4,1,1
'a bit',NN,VBZ,DT,JJR,IN,3,1,1
really,NN,VBP,RB,STOP,STOP,13,0.6,0
much,VB,WRB,JJ,DT,NN,9,0.6,1
really,PRP,VBZ,RB,DT,JJ,2,0.8,1
about,NN,VBZ,IN,CD,NNS,6,0.6,1
believe,NNS,PRP,VBP,CC,DT,26,0.6,1
believe,VBP,NNS,VB,.,STOP,35,0.6,1
possibly,PRP,VBD,RB,IN,EX,6,1,1
should,CC,RB,MD,VB,VBN,23,0.8,0
'I would say',JJ,NN,PRP,PRP,MD,14,0.6,0
some,IN,VB,DT,JJ,NN,3,0.6,0
guess,START,PRP,VBP,PRP,VBD,1,1,1
feel,PRP,MD,VB,DT,NN,12,1,0
should,DT,NN,MD,VB,CC,2,1,0
almost,PRP,VBZ,RB,CD,CC,2,1,1
really,START,PRP,RB,VBZ,NN,1,1,1
some,NN,IN,DT,JJ,NN,10,0.6,0
suggest,PRP,RB,VBP,PRP,VB,19,0.8,1
apparently,-LRB-,CC,RB,VBP,RB,21,1,1
think,VBP,RB,VB,PRP,MD,18,1,1
like,START,VBZ,IN,DT,NN,1,1,1
'a bunch',IN,RB,DT,IN,JJ,7,1,1
'sort of',VBP,VBN,NN,JJ,.,3,1,1
probably,PRP,MD,RB,VB,RB,3,0.8,1
somebody,VB,IN,NN,JJ,IN,12,0.8,0
know,START,PRP,VBP,DT,NN,1,0.6,1
like,MD,RB,VB,DT,NN,8,1,0
like,JJ,NNS,IN,DT,NN,10,1,0
'a bit',PRP,VBP,DT,JJ,IN,2,1,1
know,VBP,RB,VB,JJ,IN,3,1,0
like,RB,VBD,IN,PRP,VBD,8,1,1
think,CC,PRP,VBP,DT,VBD,14,1,1
'look like',VB,PRP,VB,NN,RB,8,0.8,0
much,VBG,JJ,JJ,RB,JJR,13,1,0
much,JJ,JJ,RB,JJR,IN,14,1,0
remember,PRP,RB,VBP,NN,IN,2,0.8,0
really,CC,PRP,RB,VBP,IN,12,0.8,0
'so far',VBZ,VBN,RB,RB,CD,14,0.8,1
think,RB,PRP,VBP,PRP,VBZ,2,1,1
about,JJ,NNS,IN,WRB,NNS,19,1,0
completely,NNP,VBZ,RB,NNP,.,13,1,0
think,VBP,RB,VB,EX,VBP,3,1,1
know,START,PRP,VBP,PRP$,FW,1,0.6,1
know,DT,NNS,VBP,PRP,MD,4,0.8,0
think,PRP,WP,VBP,IN,VBG,6,1,1
'a few',VBD,CC,DT,NNS,CC,5,1,1
like,VBZ,RB,IN,PRP,VBZ,3,1,1
really,VBN,VBP,RB,VBZ,RB,8,0.8,1
about,TO,NN,IN,NNPS,RB,3,1,0
know,VBZ,RB,VB,DT,.,25,0.6,0
understand,PRP,VBP,VB,DT,IN,2,0.6,1
find,DT,NN,VB,NNS,IN,11,1,0
about,RB,VBN,IN,VBG,IN,16,1,0
about,RB,VBG,IN,DT,JJ,15,1,0
really,VBZ,RB,RB,JJ,.,5,0.8,1
maybe,PRP,CC,RB,VBP,PRP,11,1,1
'a bit',PRP$,NNS,DT,RB,STOP,5,1,1
about,NN,VBD,RB,WRB,PRP,21,1,0
completely,TO,RB,RB,VB,PRP,29,0.8,0
like,START,VBZ,IN,PRP,VBP,1,0.6,1
could,WRB,PRP,MD,VB,JJR,15,0.6,1
about,NN,VBD,IN,NNP,NNPS,11,1,0
suggest,START,TO,VB,IN,NNP,1,1,1
suggest,VBZ,TO,VB,IN,EX,13,1,1
basic,START,DT,JJ,NNS,RB,1,0.6,0
about,IN,NN,IN,WP,PRP,13,1,0
probably,WDT,VBZ,RB,WRB,PRP,12,0.8,1
know,START,PRP,VBP,PRP,.,1,0.6,0
somehow,START,PRP,RB,VBD,DT,1,0.6,0
remember,MD,RB,VB,DT,NNS,3,0.8,0
think,NNP,NNP,VB,PRP,VBP,17,1,1
like,DT,NN,IN,NNP,.,12,1,1
like,START,PRP,VBP,TO,VB,1,0.8,0
like,START,PRP,VBP,DT,NNP,1,1,0
some,START,START,DT,RB,VBP,0,0.8,1
'a bunch',IN,WDT,DT,IN,NN,14,0.6,1
may,WDT,NN,MD,VB,DT,3,1,1
someone,START,IN,NN,PRP,VBD,1,0.8,0
know,START,PRP,VBP,PRP,MD,1,0.8,1
should,DT,NN,MD,VB,NNP,19,1,0
think,START,PRP,VBP,DT,CD,1,0.8,1
may,RB,PRP,MD,VB,.,25,1,1
fairly,PRP$,NN,RB,RB,IN,6,1,1
much,VBZ,RB,JJ,NN,IN,4,0.8,1
'a couple',NN,VBD,DT,IN,NNS,14,1,1
feel,:,PRP,VBP,NN,IN,13,0.6,0
'a little',VB,VBN,DT,NN,RBR,15,1,1
'a bit',TO,VB,DT,IN,DT,6,0.8,1
about,NNS,VB,IN,NN,NN,3,1,0
should,VBG,PRP,MD,VB,RBR,5,0.8,0
about,VBZ,NN,IN,DT,NN,14,1,0
general,IN,DT,JJ,NN,IN,10,1,1
much,NNP,VB,RB,RBR,NN,21,1,0
'a little',PRP$,NN,DT,IN,PRP,6,1,1
about,NN,VBZ,IN,TO,VB,6,1,1
'they said',NNS,CC,PRP,DT,VBZ,8,0.6,0
like,TO,VB,IN,DT,JJ,5,1,1
'sort of',DT,JJ,NN,NN,STOP,9,0.8,0
feel,FW,FW,VBP,VBN,TO,2,0.8,0
like,IN,NN,IN,IN,NNP,7,1,1
should,START,IN,MD,VB,VBN,1,0.6,0
probably,NNP,MD,RB,VB,JJ,10,0.8,1
read,PRP,VBP,VBN,STOP,STOP,4,0.8,1
might,START,PRP,MD,RB,VB,1,1,1
several,EX,VBP,JJ,IN,JJS,14,1,1
seem,DT,WDT,VBP,TO,VB,6,1,1
may,JJ,NN,MD,VB,IN,3,0.8,1
suggest,NNS,MD,VB,IN,DT,12,1,1
know,IN,PRP,VBP,DT,NNS,2,1,0
about,VBZ,DT,IN,DT,NNS,3,1,0
someone,NN,IN,NN,IN,PRP,14,1,0
know,VBP,RB,VB,WP,TO,3,1,1
imagine,PRP,MD,VB,:,VBG,30,0.6,1
almost,WDT,VBD,RB,JJ,STOP,8,0.8,1
'a few',NN,IN,DT,NN,NNS,7,1,1
like,IN,NNS,IN,NNP,WDT,25,1,1
should,START,PRP,MD,VB,NNP,1,1,0
think,START,PRP,VBP,NNP,NNP,1,1,1
sure,PRP,VBP,JJ,DT,NNS,2,1,1
about,DT,NN,IN,DT,NN,16,1,0
about,NN,VBZ,IN,NNS,RB,20,1,0
estimate,DT,JJS,NN,IN,DT,2,0.8,1
really,PRP,VBZ,RB,VBG,TO,19,0.6,0
about,NN,VBG,IN,NNS,CC,14,1,0
someone,VBG,IN,NN,WRB,PRP,13,0.6,0
'kind of',CC,PRP,RB,VBZ,PRP$,16,1,1
find,PRP,MD,VB,DT,NN,2,0.8,0
about,WRB,-RRB-,IN,DT,NNP,12,1,0
like,PRP,VBP,IN,DT,NN,3,0.8,1
feel,VBG,PRP,VB,JJ,CC,28,1,0
'among others',CC,NNP,IN,MD,VB,15,1,1
guess,START,PRP,VBP,DT,PRP$,1,1,1
'a few',START,RB,DT,VBD,VBN,1,1,1
most,RB,VB,RBS,JJ,NNS,4,0.8,1
about,PRP,VBD,IN,VBG,NNP,2,1,0
think,START,PRP,VBP,PRP,VBZ,1,1,1
'a little',LS,VBD,DT,JJ,CC,2,0.8,1
most,IN,DT,JJS,NN,STOP,2,0.8,1
should,IN,NNS,MD,JJ,DT,11,0.8,0
about,NN,VBN,IN,NN,NN,6,1,0
much,VBD,RB,JJ,IN,PRP$,8,1,1
may,START,PRP,MD,CC,MD,1,0.9,1
may,MD,CC,MD,RB,VB,3,0.9,1
read,RB,VBP,VB,DT,NNS,4,1,0
some,VBP,VB,DT,NNS,IN,16,0.6,1
may,CC,PRP,MD,VB,JJ,38,1,1
could,VBP,PRP,MD,IN,JJS,3,0.6,0
should,NN,CC,MD,VB,JJ,5,1,0
'I mean',START,START,PRP,CD,NN,0,0.8,1
seem,PRP,DT,VBP,TO,VB,3,1,1
know,PRP,VBP,VB,WP,VBD,3,0.8,0
possible,JJ,IN,JJ,TO,NN,38,1,0
'look like',VBZ,NNP,VB,NNP,.,3,1,1
should,START,RB,MD,NNS,WP,1,1,0
basically,IN,NN,RB,PRP$,JJ,12,1,1
should,NNP,RB,MD,VB,VBD,14,0.8,0
hear,START,PRP,VBP,IN,NNP,1,0.8,1
read,PRP,MD,VB,DT,RBR,4,1,0
about,PRP,VBP,RB,RB,JJ,2,0.8,1
about,VB,RB,IN,WRB,NNS,6,1,0
partial,VBZ,DT,JJ,NN,:,3,1,1
like,PRP,VBP,IN,NNP,NNP,5,1,1
nearly,IN,NN,RB,DT,NN,10,1,1
should,START,NNS,MD,VB,IN,1,1,0
like,DT,NN,IN,NNP,.,12,1,1
'looks like',JJR,PRP,VBZ,NNP,VBD,3,1,1
about,RB,JJ,IN,VBG,.,11,0.8,0
think,LS,RB,VB,CD,NNS,2,1,1
like,PRP$,NNS,IN,DT,NN,17,1,1
like,VBP,RBR,IN,NNS,.,29,1,1
think,FW,FW,VBP,PRP,VBD,3,1,1
think,VBD,FW,VBP,NN,VBD,7,1,1
remember,VBD,RB,VB,PRP,NN,4,1,0
know,-LRB-,FW,VB,DT,IN,26,0.6,0
should,START,PRP,MD,VB,VBN,1,0.8,0
know,:,NN,VB,JJR,IN,6,1,0
really,START,PRP,RB,VBP,TO,1,0.6,0
maybe,NN,CC,RB,PRP,VBZ,7,1,1
know,START,PRP,VBP,IN,JJ,1,1,0
about,VBP,VBG,IN,DT,.,6,1,0
'a little',NNP,VBD,DT,NN,RBR,4,1,1
know,VBP,RB,VB,STOP,STOP,11,0.8,1
understand,VBZ,RB,VB,NN,VBZ,3,1,0
most,VBD,DT,JJS,IN,WP,11,0.8,0
some,TO,VB,DT,NN,IN,6,0.6,0
often,JJ,NN,RB,VBZ,NN,4,1,1
think,PRP,DT,VBP,PRP,VBZ,32,1,1
might,JJ,NN,MD,VB,DT,12,0.8,1
'a bit',MD,VB,DT,NN,STOP,5,0.6,0
basic,VBZ,DT,JJ,JJ,NN,15,0.8,1
some,VBN,IN,DT,JJ,STOP,6,1,1
about,RB,VBN,IN,VBG,DT,2,1,0
really,VBZ,RB,RB,VB,WP,4,1,1
know,NNP,CC,VB,WP,PRP$,6,1,0
think,START,PRP,VBP,PRP,VBZ,1,0.8,1
almost,PRP,VBP,RB,DT,JJ,2,0.8,1
most,START,IN,JJS,IN,PRP,1,0.8,1
practically,PRP,VBP,RB,DT,NN,11,1,1
usually,IN,PRP,RB,VBP,.,21,1,1
know,RB,RB,VB,PRP,.,17,0.6,0
like,NN,RB,IN,PRP$,JJ,19,1,1
assume,JJ,NNS,VBP,IN,RB,3,1,1
like,START,RB,IN,PRP,MD,1,1,1
like,IN,NNS,IN,PRP,RB,5,1,1
like,TO,VB,IN,NNP,CC,17,1,1
some,TO,VB,DT,IN,DT,9,0.8,1
'I mean',START,IN,PRP,STOP,STOP,1,0.8,1
know,VBP,RB,VB,WRB,WDT,3,1,1
think,VBP,RB,VB,EX,VBP,3,0.8,1
feel,IN,PRP,VBP,IN,IN,7,0.6,0
think,VBP,RB,VB,IN,DT,14,0.6,0
some,RB,VB,DT,NNS,IN,3,0.6,1
like,PRP,VBP,IN,DT,VBG,2,1,1
feel,PRP,DT,VBP,JJ,IN,6,0.8,0
'a couple',NN,IN,DT,IN,NNS,9,1,1
about,VB,RBR,IN,DT,NNP,8,0.8,0
about,DT,VBZ,IN,CD,IN,2,1,1
completely,MD,VB,RB,VBN,.,16,0.8,0
really,VBZ,RB,RB,VB,PRP,23,0.8,1
know,START,PRP,VBP,DT,VBZ,1,0.6,1
much,START,DT,JJ,JJR,NN,1,1,0
really,PRP,VBP,RB,RB,JJ,6,0.6,0
should,NN,PRP,MD,VB,DT,14,0.8,0
almost,PRP,VBP,RB,RB,VBN,2,0.8,1
about,TO,VB,IN,DT,NNS,5,1,0
someone,IN,IN,NN,VBN,IN,22,0.6,0
believe,START,PRP,VBP,NNP,POS,1,0.8,1
like,NNS,VBD,IN,DT,JJ,9,1,1
about,NN,VBZ,RB,CD,NNS,3,0.8,1
know,NNS,PRP,VBP,IN,-LRB-,15,1,0
about,CC,VB,IN,DT,:,18,0.8,0
read,START,PRP,VBP,DT,NN,1,0.8,1
think,START,PRP,VBP,PRP,VBZ,1,1,1
about,PRP,VBD,RB,VBD,VBN,4,1,0
about,JJ,NN,IN,NNP,VBG,4,1,0
like,START,PRP,VBP,PRP,IN,1,1,0
know,START,PRP,VBP,IN,DT,1,0.8,0
like,RP,NN,IN,PRP$,NNS,4,1,1
believe,MD,RB,VB,NNS,RB,31,0.8,1
'a couple',DT,IN,DT,IN,NNS,5,0.8,1
fair,VBP,DT,JJ,NN,IN,3,1,1
'a little',IN,NN,DT,IN,CD,7,0.8,1
'a little',START,VB,DT,JJR,IN,1,1,1
much,START,NNP,RB,PRP,VBZ,1,0.6,1
understand,PRP,MD,VB,WRB,JJ,2,0.8,1
know,NNS,PRP,VBP,MD,RB,3,0.8,0
could,NN,WP,MD,VB,PRP,17,1,0
should,DT,NN,MD,VB,WP,2,1,0
might,JJ,NNS,MD,VB,DT,27,0.6,0
some,EX,VBZ,DT,VBG,IN,11,1,1
most,VBZ,DT,JJS,NN,IN,4,1,0
practically,VBD,PRP,RB,IN,NNS,11,1,1
much,VBN,RB,JJ,PRP,VBZ,3,0.8,0
about,DT,NN,IN,NNP,:,4,1,0
apparently,JJ,NN,RB,WDT,FW,21,1,1
probably,NN,MD,RB,VB,DT,27,0.8,1
should,START,NNP,MD,VB,JJ,1,0.8,0
'so far',MD,VB,RB,IN,TO,3,1,1
about,RB,JJ,IN,PRP,-RRB-,26,1,0
may,IN,EX,MD,RB,VB,14,0.8,1
may,NN,CC,MD,RB,RB,24,0.6,1
about,VB,NN,IN,DT,CD,16,0.8,0
like,TO,VB,IN,DT,NN,5,1,1
about,RB,JJ,IN,PRP,STOP,4,0.8,0
'a few',VB,PRP,DT,NN,NNS,16,0.8,1
somewhat,TO,VB,RB,JJ,RB,28,0.8,1
remember,:,PRP,VBP,NNS,RB,7,0.6,0
most,NNS,IN,JJS,NNS,CC,7,1,1
some,VBD,IN,DT,NNS,RB,3,0.8,0
may,START,PRP,MD,RB,VB,1,1,1
about,VBP,JJ,IN,NN,STOP,3,1,0
often,PRP,VBP,RB,RP,IN,21,1,1
could,VB,PRP,MD,VB,PRP,20,1,0
may,VB,PRP,MD,VB,DT,4,1,1
about,DT,NN,IN,JJ,NN,3,1,0
about,JJ,NNS,IN,JJ,NN,12,1,0
most,VBZ,DT,JJS,NN,IN,4,1,0
about,VBG,NNS,IN,PRP,TO,8,0.8,0
like,START,PRP,VBP,NNP,IN,1,1,0
some,JJ,NNS,DT,NNS,IN,6,0.8,0
about,VB,VBG,IN,CD,IN,5,0.8,0
possible,IN,NN,JJ,IN,DT,4,0.8,1
know,START,PRP,VBP,IN,VBZ,1,0.6,1
about,CC,PRP,IN,PRP$,NN,9,1,0
some,NN,IN,DT,JJ,NN,10,0.6,0
know,START,PRP,VBP,RB,WRB,1,0.6,0
about,TO,NN,IN,DT,.,19,1,0
possible,VBG,PRP$,JJ,NNS,IN,19,0.6,0
some,NNS,NNS,DT,JJ,NN,27,1,0
like,START,RB,IN,PRP,CC,1,0.8,1
could,CC,PRP,MD,VB,RB,20,0.8,0
some,NN,IN,DT,NN,.,17,0.6,0
know,START,PRP,VBP,IN,NN,1,0.8,1
virtually,VBN,VBP,RB,JJ,TO,4,1,1
really,CC,PRP,RB,VBP,VBG,11,0.6,0
like,START,RB,IN,PRP,VBP,1,1,1
'a few',EX,VBP,DT,JJ,JJ,2,1,1
could,IN,PRP,MD,STOP,STOP,14,1,0
some,START,IN,DT,NN,PRP,1,0.6,1
'a few',IN,RB,DT,NNS,.,25,1,1
like,PRP,MD,VB,TO,VB,3,1,0
might,NN,WDT,MD,VB,JJR,7,1,1
about,START,RB,IN,RB,JJ,1,0.6,1
most,START,START,JJS,IN,DT,0,1,1
feel,:,PRP,VBP,IN,PRP,6,1,0
some,VBN,IN,DT,IN,PRP$,7,0.6,1
someone,VBP,IN,NN,VBD,DT,7,0.8,1
like,NNP,NNS,IN,NNP,:,4,0.8,1
think,IN,PRP,VBP,NN,NNS,2,0.8,1
generally,PRP,CC,RB,VBG,PRP,14,1,1
about,RB,VB,IN,PRP,CC,17,0.8,0
think,START,PRP,VBP,PRP,VBZ,1,0.8,1
some,VBN,IN,DT,IN,DT,14,0.6,1
really,MD,RB,RB,VB,STOP,3,0.8,1
someone,PRP,CC,NN,RB,JJ,8,0.6,1
think,VBP,RB,VB,PRP,VB,3,1,1
about,JJ,IN,IN,CD,JJ,8,1,1
may,DT,NN,MD,VB,VBN,2,0.8,1
about,DT,VBP,IN,DT,NNP,10,1,0
like,VBP,NNS,IN,DT,JJ,4,0.8,1
someone,PRP,VBZ,NN,RB,.,11,0.8,1
really,NN,RB,RB,VBD,IN,6,1,1
much,RB,VB,JJ,IN,DT,19,0.8,1
'kind of',VBN,DT,NN,NN,.,26,1,0
may,VBP,PRP,MD,VB,VBN,3,1,1
like,PRP,MD,VB,TO,VB,2,1,0
someone,IN,VBG,NN,WP,VBD,22,1,0
could,NN,CC,MD,RB,RB,5,0.8,0
apparently,NNP,VBZ,RB,VBG,TO,14,1,1
might,START,PRP,MD,VB,NNP,1,0.6,1
'a couple',IN,IN,DT,CC,NN,6,0.6,0
some,START,IN,DT,NN,IN,1,0.8,1
know,IN,PRP,VBP,JJS,.,17,0.6,1
really,START,PRP,RB,RB,VB,1,0.6,1
really,POS,VBN,RB,JJ,.,16,0.8,0
some,IN,IN,DT,NNS,IN,7,0.6,1
could,NN,PRP,MD,RB,RB,14,0.8,0
think,START,PRP,VBP,DT,NNS,1,1,1
'a little',NNP,VBD,DT,NN,RBR,4,1,1
like,VBP,RB,VB,NNP,STOP,7,1,0
much,NNS,VBD,RB,RBR,JJ,8,1,0
recall,VBP,RB,VB,VBG,IN,3,0.8,0
think,START,PRP,VBP,PRP,VBZ,1,1,1
think,VB,RB,VB,IN,PRP,2,0.8,1
think,START,PRP,VBP,PRP,MD,1,1,1
think,SYM,PRP,VBP,PRP,VBN,18,0.8,1
sometimes,:,PRP,RB,VBP,PRP,8,0.6,1
almost,DT,VBZ,RB,RB,JJ,2,0.8,1
feel,NN,PRP,VBP,IN,PRP,4,0.6,1
about,VB,VBG,IN,NN,.,11,1,0
should,START,DT,MD,VB,VBN,1,0.6,0
believe,START,PRP,VBP,DT,NN,1,0.8,1
find,VBP,RB,VB,RP,IN,3,0.8,1
could,NNP,NNS,MD,VB,PRP$,11,0.6,1
much,MD,VB,JJ,VBN,IN,3,0.8,0
about,TO,VBG,IN,DT,.,17,1,0
fairly,VBD,CD,RB,JJ,NNS,3,1,1
really,VBZ,EX,RB,NNS,IN,2,1,1
basically,VBD,VBN,RB,IN,DT,18,0.8,1
know,START,PRP,VBP,RB,NN,1,0.8,0
about,START,WRB,RB,DT,JJ,1,1,0
really,PRP,VBZ,RB,JJ,STOP,2,1,0
imagine,PRP,MD,VB,IN,PRP$,2,0.8,1
much,TO,VB,JJ,NN,IN,27,0.6,1
about,VBD,IN,IN,DT,JJ,4,1,0
feel,JJ,CC,VBP,PRP,VBZ,7,0.6,1
some,CC,IN,DT,NN,DT,2,0.6,0
'a couple',IN,VBG,DT,RB,.,6,0.8,0
know,VBP,RB,VB,RB,JJ,3,1,0
'a bunch',VBP,PDT,DT,IN,JJ,3,1,1
think,START,PRP,VBP,NNP,VBZ,1,1,1
think,START,PRP,VBP,DT,VBZ,1,1,1
fair,DT,RB,JJ,NN,IN,4,0.6,1
about,VBP,JJ,IN,NNPS,POS,4,1,0
could,IN,PRP,MD,RB,VB,4,0.8,0
much,START,RB,RB,IN,DT,1,0.7,1
much,WP,RB,JJ,NN,VBD,10,0.7,1
about,VB,NN,IN,PRP,.,14,0.8,0
sure,VBP,RB,JJ,IN,NNS,3,1,1
possible,CC,DT,JJ,NN,IN,14,0.6,0
think,START,PRP,VBP,PRP,VBZ,1,1,1
most,NNS,CC,JJS,NNS,VBP,17,0.8,1
'a few',IN,NNP,DT,NNS,IN,12,0.8,1
about,RB,JJ,IN,PRP,FW,6,0.8,0
read,RBR,PRP,VBP,DT,JJR,30,0.6,0
think,START,PRP,VBP,PRP,MD,1,1,1
seem,PRP$,NNS,VBP,TO,VB,24,0.8,1
like,VBZ,NNS,IN,PRP,VBP,13,1,1
feel,START,PRP,VBP,IN,NN,1,0.8,1
'kind of',DT,NNS,NN,NN,RB,17,1,0
like,DT,NNS,IN,PRP,VBD,12,0.9,1
like,-RRB-,WDT,IN,NNP,NNP,28,0.9,1
likely,VBP,RBS,JJ,VBG,TO,28,0.8,1
sure,PRP,VBP,JJ,DT,NN,2,0.8,1
much,RB,WRB,JJ,PRP,VBZ,7,0.8,0
know,VBD,RB,VB,WRB,STOP,5,0.8,0
think,START,PRP,VBP,NNP,POS,1,1,1
practically,PRP,VBD,RB,VBN,TO,10,0.6,1
find,PRP,MD,VB,DT,NN,6,0.8,0
fairly,VBZ,RB,RB,JJ,.,11,1,1
think,START,PRP,VBP,NNP,VBZ,1,1,1
should,VB,PRP,MD,VB,VBN,14,0.6,0
like,WP,VBZ,IN,PRP,VBP,31,0.8,1
somewhat,TO,VB,RB,JJ,WRB,22,0.8,1
'a little',EX,VBZ,DT,NN,IN,5,1,1
often,DT,RB,RB,PRP,VBZ,2,0.6,1
some,PRP,VBD,DT,NN,CC,15,0.8,1
find,PRP,MD,VB,PRP,VBP,2,0.8,1
could,VBD,PRP,MD,VB,VBD,9,0.8,0
think,START,PRP,VBP,DT,NN,1,1,1
frequently,VBD,PRP,RB,IN,DT,13,1,1
about,VBZ,VBN,IN,CD,NNS,19,1,1
several,JJ,IN,JJ,NNS,STOP,8,1,1
like,JJ,NNS,IN,NNP,STOP,6,1,1
'a whole bunch',RB,VBD,DT,IN,NN,14,0.8,1
like,IN,NN,IN,PRP,IN,15,1,1
believe,START,PRP,VBP,PRP,VBD,1,0.8,1
almost,CC,PRP,RB,VBP,IN,12,0.8,1
most,FW,VBP,JJS,NNPS,VBP,3,0.8,1
really,PRP,VBP,RB,JJ,WP,12,0.8,0
like,RB,VBP,IN,PRP,VBP,3,1,1
'sort of',PRP,VBP,NN,VBN,DT,6,0.8,1
understand,PRP,MD,VB,DT,NN,2,1,0
really,START,PRP,RB,VBP,.,1,0.6,0
like,JJ,NNS,IN,NNP,CC,11,1,1
could,START,CC,MD,VB,RB,1,0.8,1
remember,MD,RB,VB,VBG,NNP,3,0.6,0
'I would say',JJ,NN,PRP,PRP,MD,4,0.6,1
find,NN,PRP,VBP,RP,.,11,0.8,1
almost,DT,NN,RB,VBD,DT,4,0.8,1
somewhere,DT,NN,RB,IN,NNS,7,0.8,0
know,RB,RB,VB,IN,PRP$,21,0.8,0
think,WDT,PRP,VBP,VBZ,DT,2,0.8,1
should,VB,PRP,MD,VB,VBN,11,1,0
really,IN,PRP,RB,VBP,TO,6,0.6,0
seem,NNS,VBZ,VB,DT,JJ,12,1,1
might,VBG,NNS,MD,VB,IN,6,1,1
