@relation AnnaHedgeData
@attribute pos0 numeric
@attribute pos1 numeric
@attribute pos2 numeric
@attribute pos3 numeric
@attribute pos4 numeric
@attribute pos5 numeric
@attribute pos6 numeric
@attribute pos7 numeric
@attribute pos8 numeric
@attribute pos9 numeric

@attribute hedge {'a bit','a bunch','a couple','a few','a little','a whole bunch','among others','and all that','and so forth','and so on','and suchlike','and the rest','correct me if I\'m wrong','et cetera','I mean','I would say','if I\'m understanding you correctly','in my mind','in my opinion','in my understanding','in my view','it\'s said','kind of','look like','looks like','more or less','my thinking','my understanding','pretty much','so far','somebody said','something or other','sort of','sounds like','the like','their impression','they said','they say','to be honest',about,almost,apparently,appear,approximately,arguably,assume,basic,basically,believe,completely,consider,could,estimate,expect,fair,fairly,feel,find,frequently,general,generally,guess,hear,imagine,know,largely,like,likely,may,maybe,might,most,mostly,much,nearly,necessarily,occasionally,often,partial,partially,perhaps,possible,possibly,practically,probable,probably,propose,rarely,read,really,recall,remember,rough,roughly,seem,seemingly,seldom,several,should,some,somebody,somehow,someone,sometimes,somewhat,somewhere,speculate,suggest,suppose,sure,technically,think,totally,understand,unlikely,unsure,usually,virtually}
@attribute sentencelength numeric
@attribute ratiolength numeric
@attribute pos-2 {START,STOP,JJ,NN,``,-LRB-,WRB,LS,PRP,DT,NNP,FW,NNS,JJS,JJR,UH,.$$.,MD,VBD,WP,VBG,CC,'\'\'',CD,PDT,RBS,VBN,RBR,#,$,IN,VBP,WDT,SYM,NNPS,WP$,',',VB,.,VBZ,RB,PRP$,EX,POS,-RRB-,:,TO,RP,NULL}
@attribute pos-1 {START,STOP,JJ,NN,``,-LRB-,WRB,LS,PRP,DT,NNP,FW,NNS,JJS,JJR,UH,.$$.,MD,VBD,WP,VBG,CC,'\'\'',CD,PDT,RBS,VBN,RBR,#,$,IN,VBP,WDT,SYM,NNPS,WP$,',',VB,.,VBZ,RB,PRP$,EX,POS,-RRB-,:,TO,RP,NULL}
@attribute pos {START,STOP,JJ,NN,``,-LRB-,WRB,LS,PRP,DT,NNP,FW,NNS,JJS,JJR,UH,.$$.,MD,VBD,WP,VBG,CC,'\'\'',CD,PDT,RBS,VBN,RBR,#,$,IN,VBP,WDT,SYM,NNPS,WP$,',',VB,.,VBZ,RB,PRP$,EX,POS,-RRB-,:,TO,RP,NULL}
@attribute pos+1 {START,STOP,JJ,NN,``,-LRB-,WRB,LS,PRP,DT,NNP,FW,NNS,JJS,JJR,UH,.$$.,MD,VBD,WP,VBG,CC,'\'\'',CD,PDT,RBS,VBN,RBR,#,$,IN,VBP,WDT,SYM,NNPS,WP$,',',VB,.,VBZ,RB,PRP$,EX,POS,-RRB-,:,TO,RP,NULL}
@attribute pos+2 {START,STOP,JJ,NN,``,-LRB-,WRB,LS,PRP,DT,NNP,FW,NNS,JJS,JJR,UH,.$$.,MD,VBD,WP,VBG,CC,'\'\'',CD,PDT,RBS,VBN,RBR,#,$,IN,VBP,WDT,SYM,NNPS,WP$,',',VB,.,VBZ,RB,PRP$,EX,POS,-RRB-,:,TO,RP,NULL}
@attribute position numeric
@attribute agreement numeric
@attribute judgment {1,0}

@data
0.08351,0.03999,-0.17472,0.13275,-0.10443,-0.06685,-0.07165,0.02846,-0.04757,0.00992,find,14,0.785714286,NN,PRP,VBP,RP,.,11,0.8,1
0.13815,0.05612,-0.06718,-0.02342,0.03297,-0.03341,-0.05307,-0.02806,-0.01098,-0.01218,almost,10,0.4,DT,NN,RB,VBD,DT,4,0.8,1
0.08557,0.03856,-0.02489,-0.00836,0.05089,0.01708,-0.03336,-0.02515,-0.00864,0.00446,somewhere,15,0.466666667,DT,NN,RB,IN,NNS,7,0.8,0
0.319,0.08431,-0.41214,0.40903,-0.56779,-0.202,-0.17724,0.01324,-0.13268,-0.2571,know,29,0.724137931,RB,RB,VB,IN,PRP$,21,0.8,0
0.44074,0.04602,-0.35602,0.45055,-0.49248,-0.24225,-0.23726,-0.03083,-0.34598,-0.22424,think,8,0.25,WDT,PRP,VBP,VBZ,DT,2,0.8,1
0.11777,0.17045,-0.08136,-0.13556,-0.12001,0.08608,-0.02483,-0.14924,-0.11214,-0.17802,should,15,0.733333333,VB,PRP,MD,VB,VBN,11,1,0
0.13423,0.1924,-0.31901,0.20852,-0.2892,-0.17111,-0.0958,-0.08884,-0.15045,-0.28495,really,11,0.545454545,IN,PRP,RB,VBP,TO,6,0.6,0
0.31778,0.08715,-0.06566,0.04696,-0.04149,-0.12369,-0.10275,-0.14546,-0.08922,-0.0167,seem,17,0.705882353,NNS,VBZ,VB,DT,JJ,12,1,1
0.16635,0.14887,-0.06106,0.00215,-0.05662,-0.03318,-0.07087,-0.10591,-0.0755,-0.08193,might,34,0.176470588,VBG,NNS,MD,VB,IN,6,1,1
0.35297,-0.08243,0.20814,-0.25084,0.21963,-0.18071,-0.35916,-0.06931,-0.00695,-0.6041,'a little',16,0.5625,IN,VBG,DT,JJ,IN,9,1,1
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,32,0.53125,JJ,NN,IN,DT,NN,17,1,0
0.06059,0.04326,-0.1936,0.00245,-0.13816,-0.06623,-0.04932,0.03959,-0.00106,-0.09682,sure,8,0.125,START,RB,JJ,WP,RB,1,1,1
0.17654,0.10453,-0.09168,0.05792,-0.04515,-0.04117,-0.01499,-0.03327,-0.07144,-0.04627,someone,8,0.125,START,IN,NN,VBZ,DT,1,0.6,1
0.02518,-0.01937,0.03421,0.00027,-0.03498,-0.04537,-0.03344,-0.023,-0.05807,0.00203,fair,17,0.823529412,FW,DT,JJ,JJ,NNS,14,1,1
0.13423,0.1924,-0.31901,0.20852,-0.2892,-0.17111,-0.0958,-0.08884,-0.15045,-0.28495,really,42,0.380952381,VBP,RB,RB,VB,TO,16,1,1
0.42633,-0.06828,0.21088,-0.26516,0.21858,-0.14956,-0.35103,-0.0194,-0.0421,-0.54597,'a bit',13,0.615384615,TO,VB,DT,RBR,NN,8,1,1
0.17654,0.10453,-0.09168,0.05792,-0.04515,-0.04117,-0.01499,-0.03327,-0.07144,-0.04627,someone,15,0.266666667,VBD,RB,NN,VBN,TO,4,1,0
0.00748,0.24395,-0.1493,0.16064,-0.04544,-0.15961,0.04498,-0.12322,-0.22624,0.04632,like,10,0.6,VBZ,VB,IN,DT,NN,6,0.6,1
0.35297,-0.08243,0.20814,-0.25084,0.21963,-0.18071,-0.35916,-0.06931,-0.00695,-0.6041,'a little',12,0.583333333,PRP,IN,DT,NN,IN,7,0.8,0
0.11975,0.17995,-0.22347,-0.05663,-0.18843,-0.0545,-0.08812,-0.10528,-0.06234,-0.06879,may,7,0.142857143,START,EX,MD,VB,NN,1,1,1
0.00278,0.06908,-0.00183,0.04718,-0.02546,-0.0542,0.02853,-0.01888,-0.02288,-0.01586,maybe,12,0.083333333,START,CC,RB,RB,DT,1,1,1
0.44074,0.04602,-0.35602,0.45055,-0.49248,-0.24225,-0.23726,-0.03083,-0.34598,-0.22424,think,10,0.5,PRP,MD,VB,PRP,MD,5,1,1
0.05094,0.00038,0.01815,-0.04589,-0.01646,0.0212,-0.01473,-0.0505,0.00211,-0.04186,usually,27,0.592592593,WDT,VBZ,RB,VBN,TO,16,1,1
0.03487,0.0883,-0.18897,0.09422,-0.21799,-0.06657,-0.08621,0.01305,-0.10561,-0.10731,feel,8,0.625,PRP,MD,VB,VBN,.,5,1,0
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,16,0.625,DT,NN,IN,DT,NNS,10,1,0
0.44074,0.04602,-0.35602,0.45055,-0.49248,-0.24225,-0.23726,-0.03083,-0.34598,-0.22424,think,11,0.454545455,VBP,RB,VB,DT,VBZ,5,1,1
0.17204,0.03912,0.07736,-0.04442,0.12091,-0.04208,0.08795,-0.11047,0.0423,0.12397,most,28,0.178571429,VBP,DT,RBS,JJ,:,5,0.8,0
0.00002,0.12485,-0.14856,0.00168,-0.18895,0.01226,-0.10594,-0.07096,-0.1002,-0.18898,could,14,0.214285714,VBD,PRP,MD,VB,RP,3,1,0
0.319,0.08431,-0.41214,0.40903,-0.56779,-0.202,-0.17724,0.01324,-0.13268,-0.2571,know,25,0.04,START,NNP,VBP,EX,VBP,1,0.6,0
0.05094,0.00038,0.01815,-0.04589,-0.01646,0.0212,-0.01473,-0.0505,0.00211,-0.04186,usually,12,0.333333333,JJ,PRP,RB,VBZ,PRP,4,1,1
0.44074,0.04602,-0.35602,0.45055,-0.49248,-0.24225,-0.23726,-0.03083,-0.34598,-0.22424,think,39,0.205128205,PRP,MD,VB,IN,WRB,8,1,0
0.11975,0.17995,-0.22347,-0.05663,-0.18843,-0.0545,-0.08812,-0.10528,-0.06234,-0.06879,may,11,0.090909091,START,PRP,MD,RB,VB,1,1,1
0.12562,0.02904,-0.05369,0.00845,-0.1058,-0.06467,-0.02216,0.01384,-0.01606,-0.00891,probably,13,0.307692308,NNS,MD,RB,RB,VB,4,1,1
0.11975,0.17995,-0.22347,-0.05663,-0.18843,-0.0545,-0.08812,-0.10528,-0.06234,-0.06879,may,36,0.305555556,JJ,NN,MD,RB,VB,11,0.8,1
0.11975,0.17995,-0.22347,-0.05663,-0.18843,-0.0545,-0.08812,-0.10528,-0.06234,-0.06879,may,24,0.041666667,START,PRP,MD,VB,JJ,1,0.8,1
0.0385,0.01318,0.02148,-0.00531,-0.01087,-0.01152,-0.03334,0.02733,0.01918,0.0166,sometimes,75,0.68,RB,VBG,RB,FW,VBP,51,1,0
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,38,0.894736842,CC,VBN,IN,RB,.,34,0.8,0
0.03487,0.0883,-0.18897,0.09422,-0.21799,-0.06657,-0.08621,0.01305,-0.10561,-0.10731,feel,33,0.636363636,NNS,CC,VB,DT,NN,21,1,0
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,8,0.125,START,WRB,RB,DT,IN,1,1,0
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,6,0.833333333,NNP,VBZ,IN,STOP,STOP,5,1,0
0.44074,0.04602,-0.35602,0.45055,-0.49248,-0.24225,-0.23726,-0.03083,-0.34598,-0.22424,think,9,0.555555556,RB,PRP,VBP,DT,NNS,5,1,1
0.04024,-0.04098,0.00118,0.03253,-0.05228,-0.06317,-0.08276,-0.017,0.02318,0.00847,understand,8,0.25,PRP,RB,VBP,IN,NNP,2,0.6,1
0.04024,-0.04098,0.00118,0.03253,-0.05228,-0.06317,-0.08276,-0.017,0.02318,0.00847,understand,22,0.590909091,IN,PRP,VBP,DT,NN,13,0.6,0
0.17654,0.10453,-0.09168,0.05792,-0.04515,-0.04117,-0.01499,-0.03327,-0.07144,-0.04627,someone,18,0.666666667,VBG,IN,NN,TO,VB,12,0.6,1
0.14038,0.14446,0.36745,-0.41442,0.23076,0.26201,0.52766,-0.38687,-0.05404,0.22525,'sort of',32,0.75,IN,DT,NN,``,VB,24,0.8,0
0.17204,0.03912,0.07736,-0.04442,0.12091,-0.04208,0.08795,-0.11047,0.0423,0.12397,most,53,0.698113208,VB,IN,JJS,IN,DT,37,0.8,1
0.04024,-0.04098,0.00118,0.03253,-0.05228,-0.06317,-0.08276,-0.017,0.02318,0.00847,understand,19,0.105263158,IN,PRP,VBP,PRP$,JJ,2,1,0
0.09562,0.00235,-0.18654,0.08798,-0.18224,-0.0634,0.02009,-0.09396,-0.12519,-0.11597,read,25,0.28,WRB,PRP,VBP,PRP$,NNS,7,0.8,0
0.12058,0.0781,-0.13211,0.0109,-0.0935,-0.03454,-0.01934,-0.03088,-0.00194,0.00569,likely,14,0.357142857,RB,RBS,RB,WRB,DT,5,0.8,1
0.13423,0.1924,-0.31901,0.20852,-0.2892,-0.17111,-0.0958,-0.08884,-0.15045,-0.28495,really,21,0.095238095,LS,VBP,RB,RB,JJ,2,0.6,0
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,25,0.56,RB,JJ,IN,CC,RB,14,1,0
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,13,0.384615385,VBD,IN,IN,WRB,PRP,5,1,0
0.44074,0.04602,-0.35602,0.45055,-0.49248,-0.24225,-0.23726,-0.03083,-0.34598,-0.22424,think,17,0.352941176,CC,PRP,VBP,NNP,MD,6,1,1
0.24764,0.09674,-0.15595,0.04341,-0.21895,-0.04621,-0.08448,-0.0575,-0.07241,-0.10962,much,5,0.2,START,RB,RB,DT,JJ,1,0.8,0
0.02966,0.02209,-0.11,0.09398,-0.10223,-0.10215,-0.05295,-0.01191,-0.05288,-0.06018,suggest,11,0.181818182,PRP,MD,VB,IN,DT,2,0.8,1
0.17204,0.03912,0.07736,-0.04442,0.12091,-0.04208,0.08795,-0.11047,0.0423,0.12397,most,11,0.545454545,VBN,DT,RBS,JJ,CC,6,1,0
0.17654,0.10453,-0.09168,0.05792,-0.04515,-0.04117,-0.01499,-0.03327,-0.07144,-0.04627,someone,21,0.523809524,PRP,CC,NN,WP,PRP$,11,0.8,0
0.44074,0.04602,-0.35602,0.45055,-0.49248,-0.24225,-0.23726,-0.03083,-0.34598,-0.22424,think,16,0.0625,START,PRP,VBP,PRP,VBD,1,1,1
0.319,0.08431,-0.41214,0.40903,-0.56779,-0.202,-0.17724,0.01324,-0.13268,-0.2571,know,20,0.8,RB,RB,VB,PRP,VBP,16,0.6,1
0.13423,0.1924,-0.31901,0.20852,-0.2892,-0.17111,-0.0958,-0.08884,-0.15045,-0.28495,really,60,0.7,PRP,VBP,RB,VBN,RP,42,1,0
0.12272,-0.02604,0.01819,0.11159,-0.099,-0.07168,-0.02896,-0.031,-0.06249,-0.06044,remember,14,0.142857143,PRP,RB,VBP,DT,JJ,2,0.8,0
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,26,0.615384615,JJR,NN,IN,DT,JJ,16,1,0
0.11777,0.17045,-0.08136,-0.13556,-0.12001,0.08608,-0.02483,-0.14924,-0.11214,-0.17802,should,15,0.533333333,JJ,NNS,MD,VB,IN,8,1,0
0.44074,0.04602,-0.35602,0.45055,-0.49248,-0.24225,-0.23726,-0.03083,-0.34598,-0.22424,think,15,0.133333333,CC,PRP,VBP,PRP,VBD,2,1,1
0.44074,0.04602,-0.35602,0.45055,-0.49248,-0.24225,-0.23726,-0.03083,-0.34598,-0.22424,think,18,0.5,PRP,MD,VB,RB,MD,9,1,1
0.00748,0.24395,-0.1493,0.16064,-0.04544,-0.15961,0.04498,-0.12322,-0.22624,0.04632,like,21,0.047619048,START,IN,IN,CD,NNS,1,1,1
0.07607,0.00731,0.01237,0.05808,-0.05943,0.01297,0.01834,-0.02978,-0.06355,-0.01861,generally,6,0.833333333,PRP$,NN,RB,STOP,STOP,5,0.8,1
0.38062,-0.01356,-0.02117,-0.05271,0.03399,0.05393,-0.06566,-0.11217,0.04072,-0.19764,some,8,0.25,WRB,RB,DT,IN,PRP$,2,0.8,0
0.17654,0.10453,-0.09168,0.05792,-0.04515,-0.04117,-0.01499,-0.03327,-0.07144,-0.04627,someone,36,0.444444444,JJ,IN,NN,IN,NNP,16,1,0
0.00748,0.24395,-0.1493,0.16064,-0.04544,-0.15961,0.04498,-0.12322,-0.22624,0.04632,like,5,0.6,VBP,RB,IN,NNS,STOP,3,1,1
0.35297,-0.08243,0.20814,-0.25084,0.21963,-0.18071,-0.35916,-0.06931,-0.00695,-0.6041,'a little',16,0.25,NNP,VBD,DT,NN,RBR,4,1,1
0.24764,0.09674,-0.15595,0.04341,-0.21895,-0.04621,-0.08448,-0.0575,-0.07241,-0.10962,much,16,0.1875,VBZ,RB,JJ,JJ,CC,3,0.6,1
0.13577,0.05458,-0.05302,0.10402,-0.18692,-0.09008,-0.06131,0.02872,-0.08236,-0.00973,believe,25,0.24,VBP,RB,VB,EX,MD,6,0.8,1
0.24764,0.09674,-0.15595,0.04341,-0.21895,-0.04621,-0.08448,-0.0575,-0.07241,-0.10962,much,18,0.222222222,RB,VB,JJ,IN,DT,4,0.8,1
0.00748,0.24395,-0.1493,0.16064,-0.04544,-0.15961,0.04498,-0.12322,-0.22624,0.04632,like,13,0.153846154,NNP,MD,VB,TO,VB,2,0.6,0
0.319,0.08431,-0.41214,0.40903,-0.56779,-0.202,-0.17724,0.01324,-0.13268,-0.2571,know,17,0.647058824,WP,PRP,VBP,VBZ,DT,11,0.8,0
0.24764,0.09674,-0.15595,0.04341,-0.21895,-0.04621,-0.08448,-0.0575,-0.07241,-0.10962,much,7,0.571428571,MD,VB,JJ,VBN,.,4,1,0
0.13815,0.05612,-0.06718,-0.02342,0.03297,-0.03341,-0.05307,-0.02806,-0.01098,-0.01218,almost,8,0.75,NN,IN,RB,CD,STOP,6,0.8,1
0.42633,-0.06828,0.21088,-0.26516,0.21858,-0.14956,-0.35103,-0.0194,-0.0421,-0.54597,'a bit',11,0.181818182,NNS,VBP,DT,IN,NNPS,2,0.8,1
0.319,0.08431,-0.41214,0.40903,-0.56779,-0.202,-0.17724,0.01324,-0.13268,-0.2571,know,20,0.15,VBP,PRP,VBP,PRP,VBP,3,0.6,0
0.17654,0.10453,-0.09168,0.05792,-0.04515,-0.04117,-0.01499,-0.03327,-0.07144,-0.04627,someone,33,0.393939394,TO,VB,NN,VBZ,VBN,13,0.6,1
0.13423,0.1924,-0.31901,0.20852,-0.2892,-0.17111,-0.0958,-0.08884,-0.15045,-0.28495,really,11,0.181818182,IN,PRP,RB,VBP,RB,2,1,1
0.11777,0.17045,-0.08136,-0.13556,-0.12001,0.08608,-0.02483,-0.14924,-0.11214,-0.17802,should,12,0.25,VBD,PRP,MD,VB,NNS,3,1,0
0.38062,-0.01356,-0.02117,-0.05271,0.03399,0.05393,-0.06566,-0.11217,0.04072,-0.19764,some,17,0.470588235,NNP,VBD,DT,NN,IN,8,0.6,0
0.319,0.08431,-0.41214,0.40903,-0.56779,-0.202,-0.17724,0.01324,-0.13268,-0.2571,know,4,0.25,START,PRP,VBP,WRB,.,1,0.6,1
0.16313,0.06546,0.02393,0.02652,0.03191,-0.00524,-0.04378,-0.05501,-0.05389,-0.05937,possible,19,0.789473684,RB,IN,JJ,IN,NNP,15,1,0
0.42633,-0.06828,0.21088,-0.26516,0.21858,-0.14956,-0.35103,-0.0194,-0.0421,-0.54597,'a bit',10,0.6,NNS,VBZ,DT,RB,RB,6,1,1
0.319,0.08431,-0.41214,0.40903,-0.56779,-0.202,-0.17724,0.01324,-0.13268,-0.2571,know,8,0.375,VBP,RB,VB,WRB,JJ,3,0.8,1
0.16313,0.06546,0.02393,0.02652,0.03191,-0.00524,-0.04378,-0.05501,-0.05389,-0.05937,possible,27,0.074074074,DT,VBZ,JJ,IN,NN,2,1,0
0.10268,-0.02932,-0.07232,0.00246,-0.03711,0.02893,-0.00105,-0.02255,0.01322,-0.03956,basically,28,0.535714286,NN,CC,RB,VBD,IN,15,1,1
0.44074,0.04602,-0.35602,0.45055,-0.49248,-0.24225,-0.23726,-0.03083,-0.34598,-0.22424,think,30,0.1,VBP,RB,VB,RBS,NNS,3,0.8,1
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,8,0.25,PRP,VBD,IN,DT,CD,2,0.6,1
0.00748,0.24395,-0.1493,0.16064,-0.04544,-0.15961,0.04498,-0.12322,-0.22624,0.04632,like,4,0.25,START,CC,IN,NN,NNS,1,1,1
0.13423,0.1924,-0.31901,0.20852,-0.2892,-0.17111,-0.0958,-0.08884,-0.15045,-0.28495,really,16,0.8125,NN,VBZ,RB,VBG,.,13,1,1
0.319,0.08431,-0.41214,0.40903,-0.56779,-0.202,-0.17724,0.01324,-0.13268,-0.2571,know,26,0.846153846,WRB,NNS,VBP,WP,VBZ,22,0.6,1
0.49452,-0.01157,0.27018,-0.25735,0.37993,-0.1712,-0.3051,-0.07164,0.01043,-0.48681,'a few',20,0.45,NN,IN,DT,NNP,NNP,9,1,1
0.31778,0.08715,-0.06566,0.04696,-0.04149,-0.12369,-0.10275,-0.14546,-0.08922,-0.0167,seem,53,0.660377358,PRP,VBZ,VB,IN,JJS,35,1,1
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,17,0.705882353,CC,IN,IN,DT,NN,12,1,0
0.24352,0.20648,-0.19295,0.1794,-0.31104,-0.08823,-0.11179,-0.23738,-0.15811,-0.27905,'so far',13,0.846153846,RBR,NNS,RB,STOP,STOP,11,1,1
0.00002,0.12485,-0.14856,0.00168,-0.18895,0.01226,-0.10594,-0.07096,-0.1002,-0.18898,could,11,0.272727273,VBD,NNP,MD,VB,PRP,3,0.6,0
0.11777,0.17045,-0.08136,-0.13556,-0.12001,0.08608,-0.02483,-0.14924,-0.11214,-0.17802,should,19,0.526315789,NN,RB,MD,VB,VBN,10,1,0
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,9,0.444444444,RB,VBG,IN,DT,RB,4,1,0
0.00002,0.12485,-0.14856,0.00168,-0.18895,0.01226,-0.10594,-0.07096,-0.1002,-0.18898,could,10,0.1,START,PRP,MD,VB,CC,1,1,0
0.16635,0.14887,-0.06106,0.00215,-0.05662,-0.03318,-0.07087,-0.10591,-0.0755,-0.08193,might,77,0.935064935,CC,PRP,MD,VB,VBN,72,0.8,1
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,41,0.87804878,CC,VB,IN,VBG,DT,36,1,0
0.17204,0.03912,0.07736,-0.04442,0.12091,-0.04208,0.08795,-0.11047,0.0423,0.12397,most,34,0.794117647,PRP,VBP,RBS,JJ,VBG,27,0.8,1
0.08351,0.03999,-0.17472,0.13275,-0.10443,-0.06685,-0.07165,0.02846,-0.04757,0.00992,find,30,0.366666667,VBD,RB,VB,DT,NN,11,1,0
0.01558,0.01654,-0.00091,0.05906,-0.07951,0.02021,-0.01701,-0.03305,0.02851,0.01931,imagine,12,0.5,VBP,RB,VB,RB,JJ,6,0.8,1
0.01862,-0.00804,0.01475,-0.02148,-0.00822,0.02942,-0.00369,0.03896,-0.03489,0.03373,nearly,25,0.04,START,CC,RB,CD,NN,1,0.6,1
0.44074,0.04602,-0.35602,0.45055,-0.49248,-0.24225,-0.23726,-0.03083,-0.34598,-0.22424,think,10,0.1,START,PRP,VBP,DT,JJ,1,1,1
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,9,0.222222222,PRP,VBD,RB,CD,NNS,2,1,1
0.09562,0.00235,-0.18654,0.08798,-0.18224,-0.0634,0.02009,-0.09396,-0.12519,-0.11597,read,36,0.472222222,PRP,VBP,VBN,:,DT,17,0.6,1
0.24764,0.09674,-0.15595,0.04341,-0.21895,-0.04621,-0.08448,-0.0575,-0.07241,-0.10962,much,26,0.153846154,VBZ,RB,JJ,TO,VB,4,0.6,0
0.04024,-0.04098,0.00118,0.03253,-0.05228,-0.06317,-0.08276,-0.017,0.02318,0.00847,understand,7,0.142857143,START,PRP,VBP,DT,NNP,1,1,0
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,23,0.391304348,IN,NNS,IN,DT,NNP,9,0.9,0
0.38062,-0.01356,-0.02117,-0.05271,0.03399,0.05393,-0.06566,-0.11217,0.04072,-0.19764,some,50,0.16,PRP,VBD,DT,NNS,VBD,8,0.6,0
0.11777,0.17045,-0.08136,-0.13556,-0.12001,0.08608,-0.02483,-0.14924,-0.11214,-0.17802,should,10,0.1,START,PRP,MD,VB,DT,1,0.8,0
0.00748,0.24395,-0.1493,0.16064,-0.04544,-0.15961,0.04498,-0.12322,-0.22624,0.04632,like,15,0.066666667,START,PRP,VBP,DT,NN,1,1,0
0.00748,0.24395,-0.1493,0.16064,-0.04544,-0.15961,0.04498,-0.12322,-0.22624,0.04632,like,12,0.75,DT,NN,IN,DT,.,9,1,1
0.03487,0.0883,-0.18897,0.09422,-0.21799,-0.06657,-0.08621,0.01305,-0.10561,-0.10731,feel,11,0.363636364,VBP,RB,VB,JJ,IN,4,0.8,0
0.13577,0.05458,-0.05302,0.10402,-0.18692,-0.09008,-0.06131,0.02872,-0.08236,-0.00973,believe,7,0.714285714,VBP,RB,VB,PRP,STOP,5,0.8,0
0.00002,0.12485,-0.14856,0.00168,-0.18895,0.01226,-0.10594,-0.07096,-0.1002,-0.18898,could,9,0.555555556,NN,NN,MD,VB,TO,5,0.8,0
0.24352,0.20648,-0.19295,0.1794,-0.31104,-0.08823,-0.11179,-0.23738,-0.15811,-0.27905,'so far',6,0,START,START,RB,NN,VBZ,0,1,1
0.44074,0.04602,-0.35602,0.45055,-0.49248,-0.24225,-0.23726,-0.03083,-0.34598,-0.22424,think,10,0.4,VBP,RB,VB,NNP,VBZ,4,1,1
0.44074,0.04602,-0.35602,0.45055,-0.49248,-0.24225,-0.23726,-0.03083,-0.34598,-0.22424,think,48,0.291666667,VBP,RB,VB,PRP,MD,14,1,1
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,45,0.355555556,CC,IN,RB,CD,CC,16,0.8,1
0.12272,-0.02604,0.01819,0.11159,-0.099,-0.07168,-0.02896,-0.031,-0.06249,-0.06044,remember,21,0.857142857,PRP,MD,VB,DT,NN,18,0.8,0
0.20719,0.09285,0.40546,-0.37242,0.28919,0.25507,0.51532,-0.40785,0.00519,0.25602,'kind of',14,0.428571429,IN,DT,NN,NNP,VBG,6,0.6,0
0.44074,0.04602,-0.35602,0.45055,-0.49248,-0.24225,-0.23726,-0.03083,-0.34598,-0.22424,think,11,0.090909091,START,PRP,VBP,PRP,VBD,1,1,1
0.44074,0.04602,-0.35602,0.45055,-0.49248,-0.24225,-0.23726,-0.03083,-0.34598,-0.22424,think,18,0.555555556,PRP,MD,VB,DT,NN,10,0.8,1
0.13423,0.1924,-0.31901,0.20852,-0.2892,-0.17111,-0.0958,-0.08884,-0.15045,-0.28495,really,13,0.538461538,PRP,PRP,RB,VBZ,VB,7,0.6,1
0.27791,-0.22442,0.31137,-0.23398,0.32489,-0.10297,-0.32913,0.03726,0.02659,-0.48819,'a bunch',8,0.375,DT,VBP,DT,IN,JJ,3,0.6,1
0.35297,-0.08243,0.20814,-0.25084,0.21963,-0.18071,-0.35916,-0.06931,-0.00695,-0.6041,'a little',7,0.571428571,VBD,VB,DT,JJ,STOP,4,1,1
0.13423,0.1924,-0.31901,0.20852,-0.2892,-0.17111,-0.0958,-0.08884,-0.15045,-0.28495,really,9,0.555555556,PRP$,NN,RB,JJ,VBG,5,1,0
0.03487,0.0883,-0.18897,0.09422,-0.21799,-0.06657,-0.08621,0.01305,-0.10561,-0.10731,feel,17,0.764705882,PRP,RB,VBP,IN,PRP,13,1,0
0.10268,-0.02932,-0.07232,0.00246,-0.03711,0.02893,-0.00105,-0.02255,0.01322,-0.03956,basically,41,0.609756098,NN,IN,RB,VBG,DT,25,1,1
0.17654,0.10453,-0.09168,0.05792,-0.04515,-0.04117,-0.01499,-0.03327,-0.07144,-0.04627,someone,13,0.615384615,RB,VBD,NN,RB,TO,8,0.6,0
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,16,0.3125,JJ,NN,IN,DT,NNP,5,0.8,0
